code;mag;alert;place;sig;tsunami;title;Año;Mes;Dia;Hora;Minuto;Segundos;sismoCH;grado_sismo
p000hryc;5.1;;Philippine Islands region;400;0;M 5.1 - Philippine Islands region;2010;12;25;18;16;52;0;0
p000hry1;5.4;;Andreanof Islands, Aleutian Islands, Alaska;449;0;M 5.4 - Andreanof Islands, Aleutian Islands, Alaska;2010;12;25;17;20;33;0;0
p000hrxu;5.6;;Andreanof Islands, Aleutian Islands, Alaska;482;0;M 5.6 - Andreanof Islands, Aleutian Islands, Alaska;2010;12;25;16;42;23;0;0
p000hrxh;5.3;;Vanuatu region;432;0;M 5.3 - Vanuatu region;2010;12;25;15;52;30;0;0
p000hrxf;5.2;;Vanuatu;416;0;M 5.2 - Vanuatu;2010;12;25;15;40;15;0;0
p000hrxe;5.4;;Vanuatu;449;0;M 5.4 - Vanuatu;2010;12;25;15;38;49;0;0
p000hrxc;5.0;;Vanuatu;385;0;M 5.0 - Vanuatu;2010;12;25;15;28;23;0;0
p000hrx9;5.2;;Bonin Islands, Japan region;416;0;M 5.2 - Bonin Islands, Japan region;2010;12;25;14;40;11;0;0
p000hrx6;5.1;;Vanuatu region;400;0;M 5.1 - Vanuatu region;2010;12;25;14;11;41;0;0
p000hrx4;5.1;;Vanuatu region;400;0;M 5.1 - Vanuatu region;2010;12;25;14;2;27;0;0
p000hrx3;5.2;;Vanuatu region;416;0;M 5.2 - Vanuatu region;2010;12;25;13;53;57;0;0
p000hrx0;5.2;;Vanuatu region;416;0;M 5.2 - Vanuatu region;2010;12;25;13;47;35;0;0
p000hrwy;5.0;;Vanuatu region;385;0;M 5.0 - Vanuatu region;2010;12;25;13;22;11;0;0
p000hrwx;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;25;13;5;58;0;0
p000hrwt;5.2;;Vanuatu region;416;0;M 5.2 - Vanuatu region;2010;12;25;12;28;34;0;0
p000hrws;5.3;;Vanuatu;432;0;M 5.3 - Vanuatu;2010;12;25;12;26;18;0;0
p000hrwp;5.1;;Vanuatu region;400;0;M 5.1 - Vanuatu region;2010;12;25;12;4;16;0;0
p000hrwk;5.4;;Vanuatu region;449;0;M 5.4 - Vanuatu region;2010;12;25;11;44;35;0;0
p000hrwe;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;25;11;18;58;0;0
p000hrw9;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;25;11;9;52;0;0
p000hrw8;5.3;;Bonin Islands, Japan region;432;0;M 5.3 - Bonin Islands, Japan region;2010;12;25;11;4;4;0;0
p000hrw5;5.5;;Vanuatu;465;0;M 5.5 - Vanuatu;2010;12;25;10;59;2;0;0
p000hrw1;5.3;;Vanuatu region;432;0;M 5.3 - Vanuatu region;2010;12;25;10;27;45;0;0
p000hrw0;7.3;;Vanuatu region;820;0;M 7.3 - Vanuatu region;2010;12;25;10;16;37;0;1
p000hrvr;5.0;;off the east coast of the North Island of New Zealand;385;0;M 5.0 - off the east coast of the North Island of New Zealand;2010;12;25;8;59;40;0;0
p000hrvp;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;25;8;41;5;0;0
p000hrv9;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;25;3;48;19;0;0
p000hrv3;5.2;;Volcano Islands, Japan region;416;0;M 5.2 - Volcano Islands, Japan region;2010;12;25;2;55;23;0;0
p000hrud;5.1;green;Puerto Rico;940;0;M 5.1 - Puerto Rico;2010;12;24;20;43;44;0;0
p000hruc;5.0;;Kuril Islands;385;0;M 5.0 - Kuril Islands;2010;12;24;20;42;21;0;0
p000hrtm;5.0;;near the coast of Nicaragua;385;0;M 5.0 - near the coast of Nicaragua;2010;12;24;15;44;57;0;0
p000hrtg;5.3;;Bonin Islands, Japan region;432;0;M 5.3 - Bonin Islands, Japan region;2010;12;24;14;28;23;0;0
p000hrtf;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;24;14;27;37;0;0
p000hrsd;5.9;;Pacific-Antarctic Ridge;536;0;M 5.9 - Pacific-Antarctic Ridge;2010;12;24;2;48;52;0;0
p000hrrt;5.0;;Near Islands, Aleutian Islands, Alaska;385;0;M 5.0 - Near Islands, Aleutian Islands, Alaska;2010;12;23;21;39;22;0;0
p000hrrs;5.0;;Vanuatu;385;0;M 5.0 - Vanuatu;2010;12;23;21;5;34;0;0
p000hrqw;5.0;;Carlsberg Ridge;385;0;M 5.0 - Carlsberg Ridge;2010;12;23;14;26;32;0;0
p000hrqn;5.1;;Pagan region, Northern Mariana Islands;400;0;M 5.1 - Pagan region, Northern Mariana Islands;2010;12;23;13;30;55;0;0
p000hrqk;5.5;;Flores Sea;465;0;M 5.5 - Flores Sea;2010;12;23;13;28;14;0;0
p000hrqj;5.6;;Vanuatu;482;0;M 5.6 - Vanuatu;2010;12;23;13;28;14;0;0
p000hrqg;5.3;;Vanuatu;432;0;M 5.3 - Vanuatu;2010;12;23;13;1;34;0;0
p000hrq4;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;23;11;30;40;0;0
p000hrpy;6.4;;Near Islands, Aleutian Islands, Alaska;630;0;M 6.4 - Near Islands, Aleutian Islands, Alaska;2010;12;23;11;0;32;0;1
p000hrpe;5.1;;Tonga;400;0;M 5.1 - Tonga;2010;12;23;8;55;24;0;0
p000hrmp;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;22;22;46;26;0;0
p000hrmj;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;22;22;35;52;0;0
p000hrmc;5.4;;off the west coast of northern Sumatra;449;0;M 5.4 - off the west coast of northern Sumatra;2010;12;22;21;1;37;0;0
p000hrm5;5.2;;near the north coast of New Guinea, Papua New Guinea;416;0;M 5.2 - near the north coast of New Guinea, Papua New Guinea;2010;12;22;20;25;7;0;0
p000hrm1;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;22;19;16;52;0;0
p000hrky;6.4;;Bonin Islands, Japan region;630;0;M 6.4 - Bonin Islands, Japan region;2010;12;22;18;49;40;0;1
p000hrkw;5.4;;Southwest Indian Ridge;449;0;M 5.4 - Southwest Indian Ridge;2010;12;22;17;40;28;0;0
p000hrjb;5.1;;central East Pacific Rise;400;0;M 5.1 - central East Pacific Rise;2010;12;22;11;2;43;0;0
p000hrj3;5.2;;Bonin Islands, Japan region;416;0;M 5.2 - Bonin Islands, Japan region;2010;12;22;10;1;13;0;0
p000hrhx;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;22;9;26;39;0;0
p000hrhw;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;22;9;26;28;0;0
p000hrh9;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;22;7;30;7;0;0
p000hrh8;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;22;7;29;32;0;0
p000hrh4;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;22;7;7;45;0;0
p000hrgf;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;22;5;7;5;0;0
p000hrgc;5.2;;Bonin Islands, Japan region;416;0;M 5.2 - Bonin Islands, Japan region;2010;12;22;4;51;44;0;0
p000hrfr;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;22;3;10;38;0;0
c201012220608a;5.1;;Vanuatu region;400;0;M 5.1 - Vanuatu region;2010;12;22;3;8;56;0;0
p000hrfj;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;22;2;38;48;0;0
p000hreu;5.1;;north of Ascension Island;400;0;M 5.1 - north of Ascension Island;2010;12;22;1;3;43;0;0
p000hrej;5.2;;Bonin Islands, Japan region;416;0;M 5.2 - Bonin Islands, Japan region;2010;12;22;0;21;6;0;0
p000hred;5.4;;Bonin Islands, Japan region;449;0;M 5.4 - Bonin Islands, Japan region;2010;12;22;0;2;11;0;0
p000hrdm;5.4;;Bonin Islands, Japan region;449;0;M 5.4 - Bonin Islands, Japan region;2010;12;21;22;36;30;0;0
p000hrdk;5.6;;Bonin Islands, Japan region;482;0;M 5.6 - Bonin Islands, Japan region;2010;12;21;22;31;17;0;0
p000hrdf;5.4;;Bonin Islands, Japan region;449;0;M 5.4 - Bonin Islands, Japan region;2010;12;21;22;16;43;0;0
p000hrcr;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;20;38;54;0;0
p000hrcd;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;21;19;19;58;0;0
p000hrcc;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;19;17;45;0;0
p000hrcb;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;19;8;1;0;0
p000hrc1;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;18;33;50;0;0
p000hrby;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;18;22;34;0;0
p000hrbq;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;17;59;33;0;0
p000hrbk;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;17;52;25;0;0
p000hrba;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;17;36;58;0;0
p000hrb9;5.2;;Bonin Islands, Japan region;416;0;M 5.2 - Bonin Islands, Japan region;2010;12;21;17;36;3;0;0
p000hrb8;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;17;35;25;0;0
p000hrb6;5.6;;Bonin Islands, Japan region;482;0;M 5.6 - Bonin Islands, Japan region;2010;12;21;17;18;43;0;0
p000hrb5;5.3;;Bonin Islands, Japan region;432;0;M 5.3 - Bonin Islands, Japan region;2010;12;21;17;16;38;0;0
p000hrau;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;16;40;24;0;0
p000hra8;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;21;15;41;38;0;0
p000hra6;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;15;32;53;0;0
p000hra5;5.0;;south of the Kermadec Islands;385;0;M 5.0 - south of the Kermadec Islands;2010;12;21;15;31;28;0;0
p000hr9v;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;15;3;40;0;0
p000hr9t;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;15;0;36;0;0
p000hr9s;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;14;56;1;0;0
p000hr9r;5.3;;Bonin Islands, Japan region;432;0;M 5.3 - Bonin Islands, Japan region;2010;12;21;14;53;22;0;0
p000hr9g;5.5;;Bonin Islands, Japan region;465;0;M 5.5 - Bonin Islands, Japan region;2010;12;21;14;41;25;0;0
p000hr9f;5.5;;Bonin Islands, Japan region;465;0;M 5.5 - Bonin Islands, Japan region;2010;12;21;14;40;47;0;0
p000hr9e;5.2;;Bonin Islands, Japan region;416;0;M 5.2 - Bonin Islands, Japan region;2010;12;21;14;39;36;0;0
p000hr9d;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;21;14;39;5;0;0
p000hr9b;5.1;;Bonin Islands, Japan region;400;0;M 5.1 - Bonin Islands, Japan region;2010;12;21;14;35;9;0;0
p000hr9a;5.0;;Bonin Islands, Japan region;385;0;M 5.0 - Bonin Islands, Japan region;2010;12;21;14;34;40;0;0
p000hr99;5.2;;Bonin Islands, Japan region;416;0;M 5.2 - Bonin Islands, Japan region;2010;12;21;14;33;20;0;0
p000hr98;5.3;;Bonin Islands, Japan region;432;0;M 5.3 - Bonin Islands, Japan region;2010;12;21;14;29;30;0;0
p000hr97;7.4;;Bonin Islands, Japan region;849;0;M 7.4 - Bonin Islands, Japan region;2010;12;21;14;19;40;0;1
p000hr94;5.8;;Simeulue, Indonesia;518;0;M 5.8 - Simeulue, Indonesia;2010;12;21;11;7;48;0;0
p000hr93;5.1;;Tonga;400;0;M 5.1 - Tonga;2010;12;21;11;3;26;0;0
p000hr88;5.6;;Java, Indonesia;482;0;M 5.6 - Java, Indonesia;2010;12;21;0;59;38;0;0
p000hr7w;5.3;;Tonga;432;0;M 5.3 - Tonga;2010;12;20;19;13;7;0;0
p000hr7r;5.0;;Mariana Islands region;385;0;M 5.0 - Mariana Islands region;2010;12;20;17;29;34;0;0
p000hr7k;6.7;;southeastern Iran;694;0;M 6.7 - southeastern Iran;2010;12;20;15;41;59;0;1
p000hr7h;5.1;;Fiji region;400;0;M 5.1 - Fiji region;2010;12;20;14;43;42;0;0
p000hr7g;5.7;;offshore El Salvador;500;0;M 5.7 - offshore El Salvador;2010;12;20;14;21;26;0;0
p000hr7a;5.9;;northern East Pacific Rise;536;0;M 5.9 - northern East Pacific Rise;2010;12;20;12;15;8;0;0
p000hr6s;5.0;;Philippine Islands region;385;0;M 5.0 - Philippine Islands region;2010;12;20;1;27;32;0;0
p000hr5w;5.1;;Pagan region, Northern Mariana Islands;400;0;M 5.1 - Pagan region, Northern Mariana Islands;2010;12;19;19;25;5;0;0
p000hr5s;5.2;;Andreanof Islands, Aleutian Islands, Alaska;416;0;M 5.2 - Andreanof Islands, Aleutian Islands, Alaska;2010;12;19;19;11;33;0;0
p000hr5m;5.0;;Santa Cruz Islands;385;0;M 5.0 - Santa Cruz Islands;2010;12;19;17;43;35;0;0
p000hr57;5.0;;southeast of Easter Island;385;0;M 5.0 - southeast of Easter Island;2010;12;19;12;52;53;0;0
p000hr4z;5.1;;Ethiopia;400;0;M 5.1 - Ethiopia;2010;12;19;9;14;24;0;0
p000hr4y;5.2;;Tajikistan;416;0;M 5.2 - Tajikistan;2010;12;19;8;51;54;0;0
p000hr4t;5.2;;Pacific-Antarctic Ridge;416;0;M 5.2 - Pacific-Antarctic Ridge;2010;12;19;6;48;46;0;0
p000hr4j;5.0;;Unimak Island region, Alaska;385;0;M 5.0 - Unimak Island region, Alaska;2010;12;19;1;52;51;0;0
p000hr47;5.0;;northern Sumatra, Indonesia;385;0;M 5.0 - northern Sumatra, Indonesia;2010;12;18;19;56;43;0;0
p000hr45;5.9;;Samoa Islands region;536;0;M 5.9 - Samoa Islands region;2010;12;18;19;24;18;0;0
p000hr3r;5.1;;eastern New Guinea region, Papua New Guinea;400;0;M 5.1 - eastern New Guinea region, Papua New Guinea;2010;12;18;11;35;25;0;0
p000hr3n;5.3;;Pagan region, Northern Mariana Islands;432;0;M 5.3 - Pagan region, Northern Mariana Islands;2010;12;18;11;2;18;0;0
p000hr38;5.3;;Pacific-Antarctic Ridge;432;0;M 5.3 - Pacific-Antarctic Ridge;2010;12;18;4;58;39;0;0
p000hr34;5.0;;Philippine Islands region;385;0;M 5.0 - Philippine Islands region;2010;12;18;3;11;46;0;0
p000hr32;5.0;;Ionian Sea;385;0;M 5.0 - Ionian Sea;2010;12;18;3;5;41;0;0
p000hr2z;5.6;;Philippine Islands region;482;0;M 5.6 - Philippine Islands region;2010;12;18;2;6;21;0;0
p000hr21;5.2;;Acre, Brazil;416;0;M 5.2 - Acre, Brazil;2010;12;17;19;14;26;0;0
p000hr19;5.5;;Banda Sea;465;0;M 5.5 - Banda Sea;2010;12;17;10;22;45;0;0
p000hr16;5.4;;Pacific-Antarctic Ridge;449;0;M 5.4 - Pacific-Antarctic Ridge;2010;12;17;9;42;2;0;0
p000hr0m;5.3;;Revilla Gigedo Islands region;432;0;M 5.3 - Revilla Gigedo Islands region;2010;12;17;1;12;12;0;0
p000hr0b;5.0;;west of Macquarie Island;385;0;M 5.0 - west of Macquarie Island;2010;12;16;21;11;30;0;0
p000hr05;5.0;;Seram, Indonesia;385;0;M 5.0 - Seram, Indonesia;2010;12;16;18;42;59;0;0
p000hr00;5.0;;New Britain region, Papua New Guinea;385;0;M 5.0 - New Britain region, Papua New Guinea;2010;12;16;15;26;5;0;0
p000hqzt;5.0;;southeast of the Loyalty Islands;385;0;M 5.0 - southeast of the Loyalty Islands;2010;12;16;11;3;6;0;0
p000hqzj;5.3;;central Peru;432;0;M 5.3 - central Peru;2010;12;16;4;11;58;0;0
p000hqza;5.2;;Kermadec Islands, New Zealand;416;0;M 5.2 - Kermadec Islands, New Zealand;2010;12;15;23;10;23;0;0
p000hqyu;5.1;;La Paz, Bolivia;400;0;M 5.1 - La Paz, Bolivia;2010;12;15;15;22;23;0;0
p000hqyp;5.0;;near the east coast of the Kamchatka Peninsula, Russia;385;0;M 5.0 - near the east coast of the Kamchatka Peninsula, Russia;2010;12;15;11;38;52;0;0
p000hqyg;5.0;;south of the Fiji Islands;385;0;M 5.0 - south of the Fiji Islands;2010;12;15;9;3;33;0;0
p000hqyf;6.0;;Kepulauan Barat Daya, Indonesia;554;0;M 6.0 - Kepulauan Barat Daya, Indonesia;2010;12;15;8;29;30;0;0
p000hqy2;5.3;;Mid-Indian Ridge;432;0;M 5.3 - Mid-Indian Ridge;2010;12;15;1;23;3;0;0
p000hqxq;5.0;;Easter Island region;385;0;M 5.0 - Easter Island region;2010;12;14;18;14;14;0;0
p000hqxm;5.0;;central Mid-Atlantic Ridge;385;0;M 5.0 - central Mid-Atlantic Ridge;2010;12;14;16;11;41;0;0
p000hqxe;5.0;;Fox Islands, Aleutian Islands, Alaska;385;0;M 5.0 - Fox Islands, Aleutian Islands, Alaska;2010;12;14;14;6;3;0;0
p000hqx5;5.3;;Fox Islands, Aleutian Islands, Alaska;432;0;M 5.3 - Fox Islands, Aleutian Islands, Alaska;2010;12;14;11;33;27;0;0
p000hqwf;5.3;;south of the Kermadec Islands;432;0;M 5.3 - south of the Kermadec Islands;2010;12;13;22;16;18;0;0
p000hqw6;5.2;;off the coast of Valparaiso, Chile;416;0;M 5.2 - off the coast of Valparaiso, Chile;2010;12;13;15;51;5;1;0
p000hqw1;5.4;;Flores region, Indonesia;449;0;M 5.4 - Flores region, Indonesia;2010;12;13;10;30;50;0;0
p000hqvz;5.0;;Azores Islands, Portugal;385;0;M 5.0 - Azores Islands, Portugal;2010;12;13;6;44;53;0;0
p000hqvw;5.7;;Sunda Strait, Indonesia;500;0;M 5.7 - Sunda Strait, Indonesia;2010;12;13;6;18;32;0;0
p000hqvu;5.1;;Tonga;400;0;M 5.1 - Tonga;2010;12;13;5;56;47;0;0
p000hqvm;5.0;;Ryukyu Islands, Japan;385;0;M 5.0 - Ryukyu Islands, Japan;2010;12;13;2;19;47;0;0
p000hqvf;6.2;;Bougainville region, Papua New Guinea;591;0;M 6.2 - Bougainville region, Papua New Guinea;2010;12;12;22;14;42;0;1
p000hqv3;5.6;;Kermadec Islands region;482;0;M 5.6 - Kermadec Islands region;2010;12;12;14;50;36;0;0
p000hquy;5.4;;Java Sea;449;0;M 5.4 - Java Sea;2010;12;12;12;59;19;0;0
