code;mag;alert;place;sig;tsunami;title;Año;Mes;Dia;Hora;Minuto;Segundos;sismoCH;grado_sismo
1000h8a8;5.0;;72km W of Kandrian, Papua New Guinea;385;1;M 5.0 - 72km W of Kandrian, Papua New Guinea;2018;10;6;20;1;1;0;0
1000h856;5.0;;12km ESE of Kimbe, Papua New Guinea;385;1;M 5.0 - 12km ESE of Kimbe, Papua New Guinea;2018;10;6;13;22;32;0;0
1000h7v7;5.4;;183km ESE of Tadine, New Caledonia;449;0;M 5.4 - 183km ESE of Tadine, New Caledonia;2018;10;5;18;8;26;0;0
1000h7qa;5.2;;Mid-Indian Ridge;416;0;M 5.2 - Mid-Indian Ridge;2018;10;5;15;16;11;0;0
1000h7kj;5.1;;Ascension Island region;400;0;M 5.1 - Ascension Island region;2018;10;5;12;13;28;0;0
1000h7jc;5.8;green;Ascension Island region;518;0;M 5.8 - Ascension Island region;2018;10;5;11;59;44;0;0
1000h7di;5.0;;159km SW of Kavieng, Papua New Guinea;385;0;M 5.0 - 159km SW of Kavieng, Papua New Guinea;2018;10;4;22;56;36;0;0
1000h7da;5.2;;18km WSW of Checca, Peru;416;0;M 5.2 - 18km WSW of Checca, Peru;2018;10;4;22;46;1;0;0
1000h7cn;5.0;;35km E of Tomakomai, Japan;387;0;M 5.0 - 35km E of Tomakomai, Japan;2018;10;4;20;58;48;0;0
1000h7bt;5.0;;148km E of Nago, Japan;385;0;M 5.0 - 148km E of Nago, Japan;2018;10;4;19;44;32;0;0
1000h6th;5.5;green;272km SE of Lambasa, Fiji;465;0;M 5.5 - 272km SE of Lambasa, Fiji;2018;10;4;1;16;21;0;0
1000h6t5;5.1;;90km ESE of Ust'-Kamchatsk Staryy, Russia;400;0;M 5.1 - 90km ESE of Ust'-Kamchatsk Staryy, Russia;2018;10;4;0;41;34;0;0
1000h6q0;5.2;;61km N of Visokoi Island, South Georgia and the South Sandwich Islands;416;0;M 5.2 - 61km N of Visokoi Island, South Georgia and the South Sandwich Islands;2018;10;3;20;59;41;0;0
1000h68e;5.2;;28km SSW of Nggongi Satu, Indonesia;416;1;M 5.2 - 28km SSW of Nggongi Satu, Indonesia;2018;10;3;9;38;5;0;0
1000h66t;5.1;;38km S of Nggongi, Indonesia;400;1;M 5.1 - 38km S of Nggongi, Indonesia;2018;10;3;6;58;6;0;0
1000h63l;5.0;;219km ENE of Raoul Island, New Zealand;385;0;M 5.0 - 219km ENE of Raoul Island, New Zealand;2018;10;3;2;46;17;0;0
1000h639;5.2;;132km SE of Honiara, Solomon Islands;417;0;M 5.2 - 132km SE of Honiara, Solomon Islands;2018;10;3;2;23;24;0;0
1000h5k9;5.7;green;52km WSW of Port-Vila, Vanuatu;503;0;M 5.7 - 52km WSW of Port-Vila, Vanuatu;2018;10;2;7;8;37;0;0
1000h5hp;5.1;;137km WSW of Kota Ternate, Indonesia;400;0;M 5.1 - 137km WSW of Kota Ternate, Indonesia;2018;10;2;2;15;30;0;0
1000h5hb;5.1;;51km WSW of Kasiguncu, Indonesia;400;1;M 5.1 - 51km WSW of Kasiguncu, Indonesia;2018;10;2;1;59;26;0;0
1000h5h5;5.7;green;32km SSW of Nggongi Satu, Indonesia;500;1;M 5.7 - 32km SSW of Nggongi Satu, Indonesia;2018;10;2;1;49;31;0;0
1000hf6g;5.9;green;32km SSW of Nggongi Satu, Indonesia;536;1;M 5.9 - 32km SSW of Nggongi Satu, Indonesia;2018;10;1;21;16;45;0;0
1000h5eg;6.0;green;40km S of Nggongi, Indonesia;554;1;M 6.0 - 40km S of Nggongi, Indonesia;2018;10;1;20;59;42;0;0
1000h5eb;5.2;;23km N of Palu, Indonesia;416;1;M 5.2 - 23km N of Palu, Indonesia;2018;10;1;20;46;38;0;0
1000h5du;5.0;;34km S of Nggongi Satu, Indonesia;385;1;M 5.0 - 34km S of Nggongi Satu, Indonesia;2018;10;1;20;12;2;0;0
1000h5c4;5.3;;31km W of Cintalapa de Figueroa, Mexico;442;0;M 5.3 - 31km W of Cintalapa de Figueroa, Mexico;2018;10;1;18;43;3;0;0
1000h55w;5.3;green;Indian Ocean Triple Junction;432;0;M 5.3 - Indian Ocean Triple Junction;2018;10;1;15;16;42;0;0
1000h50j;5.2;;239km W of Puerto Chacabuco, Chile;416;0;M 5.2 - 239km W of Puerto Chacabuco, Chile;2018;10;1;12;11;49;1;0
1000h4z5;5.1;;143km NNW of Bamboo Flat, India;400;0;M 5.1 - 143km NNW of Bamboo Flat, India;2018;10;1;10;24;44;0;0
1000h4z7;5.0;;South of the Fiji Islands;385;0;M 5.0 - South of the Fiji Islands;2018;10;1;10;20;59;0;0
1000h4wp;5.3;;Indian Ocean Triple Junction;432;0;M 5.3 - Indian Ocean Triple Junction;2018;10;1;4;21;40;0;0
1000h4wg;5.1;;Indian Ocean Triple Junction;400;0;M 5.1 - Indian Ocean Triple Junction;2018;10;1;3;2;50;0;0
1000h4vq;5.2;;100km NNW of Palu, Indonesia;416;1;M 5.2 - 100km NNW of Palu, Indonesia;2018;10;1;2;43;34;0;0
1000h4ve;5.3;;Southwest Indian Ridge;432;0;M 5.3 - Southwest Indian Ridge;2018;10;1;1;27;59;0;0
1000h7ll;5.1;;Indian Ocean Triple Junction;400;0;M 5.1 - Indian Ocean Triple Junction;2018;10;1;1;26;28;0;0
1000h4sf;5.0;;108km NNW of Lae, Papua New Guinea;385;1;M 5.0 - 108km NNW of Lae, Papua New Guinea;2018;9;30;18;58;1;0;0
1000h4l1;6.7;green;262km NNE of Ndoi Island, Fiji;691;1;M 6.7 - 262km NNE of Ndoi Island, Fiji;2018;9;30;7;52;23;0;1
1000h47j;5.1;;49km W of Kasiguncu, Indonesia;400;1;M 5.1 - 49km W of Kasiguncu, Indonesia;2018;9;29;7;30;18;0;0
1000h46e;5.1;;53km W of Kasiguncu, Indonesia;400;1;M 5.1 - 53km W of Kasiguncu, Indonesia;2018;9;29;4;40;11;0;0
1000h42g;5.0;;55km WSW of Kasiguncu, Indonesia;385;1;M 5.0 - 55km WSW of Kasiguncu, Indonesia;2018;9;28;18;24;1;0;0
1000h3v4;5.0;;48km S of Palu, Indonesia;385;1;M 5.0 - 48km S of Palu, Indonesia;2018;9;28;12;35;42;0;0
1000h3t2;5.4;;113km NNW of Palu, Indonesia;449;1;M 5.4 - 113km NNW of Palu, Indonesia;2018;9;28;11;26;0;0;0
1000h3sh;5.2;;58km S of Palu, Indonesia;416;1;M 5.2 - 58km S of Palu, Indonesia;2018;9;28;10;39;44;0;0
1000h3sd;5.7;green;107km N of Palu, Indonesia;500;1;M 5.7 - 107km N of Palu, Indonesia;2018;9;28;10;35;30;0;0
1000h3s0;5.4;;73km ENE of Petite Riviere Salee, Martinique;470;0;M 5.4 - 73km ENE of Petite Riviere Salee, Martinique;2018;9;28;9;32;43;0;0
1000h3rz;5.2;;48km N of Palu, Indonesia;416;1;M 5.2 - 48km N of Palu, Indonesia;2018;9;28;9;27;33;0;0
1000h3ra;5.2;green;67km W of Kasiguncu, Indonesia;416;1;M 5.2 - 67km W of Kasiguncu, Indonesia;2018;9;28;8;6;50;0;0
1000h73y;5.1;;Indian Ocean Triple Junction;400;0;M 5.1 - Indian Ocean Triple Junction;2018;9;28;8;1;28;0;0
1000h3r6;5.6;green;13km NNE of Palu, Indonesia;482;1;M 5.6 - 13km NNE of Palu, Indonesia;2018;9;28;7;50;25;0;0
1000h3r7;5.2;;37km N of Palu, Indonesia;416;1;M 5.2 - 37km N of Palu, Indonesia;2018;9;28;7;47;44;0;0
1000h3r4;5.4;;22km N of Palu, Indonesia;449;1;M 5.4 - 22km N of Palu, Indonesia;2018;9;28;7;39;3;0;0
1000h73r;5.3;;50km WSW of Palu, Indonesia;432;1;M 5.3 - 50km WSW of Palu, Indonesia;2018;9;28;7;26;11;0;0
1000h3pn;5.8;yellow;18km SSE of Palu, Indonesia;650;1;M 5.8 - 18km SSE of Palu, Indonesia;2018;9;28;7;25;4;0;0
1000h3rc;5.7;green;18km E of Palu, Indonesia;500;1;M 5.7 - 18km E of Palu, Indonesia;2018;9;28;7;16;48;0;0
1000h3p8;5.8;green;97km N of Palu, Indonesia;518;1;M 5.8 - 97km N of Palu, Indonesia;2018;9;28;7;14;20;0;0
1000h3p4;7.5;red;70km N of Palu, Indonesia;2028;1;M 7.5 - 70km N of Palu, Indonesia;2018;9;28;7;2;45;0;1
1000h3nd;5.1;;60km N of Palu, Indonesia;400;1;M 5.1 - 60km N of Palu, Indonesia;2018;9;28;5;24;58;0;0
1000h3ms;5.0;;196km SSW of Ust'-Kamchatsk Staryy, Russia;385;0;M 5.0 - 196km SSW of Ust'-Kamchatsk Staryy, Russia;2018;9;28;4;19;46;0;0
1000h3ml;5.7;green;Indian Ocean Triple Junction;500;0;M 5.7 - Indian Ocean Triple Junction;2018;9;28;4;6;39;0;0
1000h3n0;5.4;;77km NNE of Palu, Indonesia;449;1;M 5.4 - 77km NNE of Palu, Indonesia;2018;9;28;4;3;18;0;0
1000h3mf;6.1;green;55km NNW of Palu, Indonesia;572;1;M 6.1 - 55km NNW of Palu, Indonesia;2018;9;28;3;59;59;0;1
1000h3lz;5.6;green;Indian Ocean Triple Junction;482;0;M 5.6 - Indian Ocean Triple Junction;2018;9;28;3;21;54;0;0
1000h3iv;5.4;green;282km N of Ndoi Island, Fiji;449;0;M 5.4 - 282km N of Ndoi Island, Fiji;2018;9;27;19;25;44;0;0
1000h3gn;5.0;;131km NE of Rutog, China;385;0;M 5.0 - 131km NE of Rutog, China;2018;9;27;18;13;19;0;0
1000h3a7;5.2;;91km WNW of Panguna, Papua New Guinea;416;1;M 5.2 - 91km WNW of Panguna, Papua New Guinea;2018;9;27;12;53;32;0;0
1000h36v;5.8;green;East of the South Sandwich Islands;518;0;M 5.8 - East of the South Sandwich Islands;2018;9;27;7;25;47;0;0
1000h36s;5.4;;24km W of Methoni, Greece;452;0;M 5.4 - 24km W of Methoni, Greece;2018;9;27;7;21;49;0;0
1000h34s;5.1;;122km N of Saumlaki, Indonesia;400;1;M 5.1 - 122km N of Saumlaki, Indonesia;2018;9;27;2;29;0;0;0
1000h34j;5.0;;42km NNE of Santa Monica, Philippines;385;0;M 5.0 - 42km NNE of Santa Monica, Philippines;2018;9;27;1;44;32;0;0
1000h2u2;5.1;;19km WNW of Langsa, Indonesia;401;1;M 5.1 - 19km WNW of Langsa, Indonesia;2018;9;26;14;51;41;0;0
1000h2tp;5.7;green;Southern East Pacific Rise;500;0;M 5.7 - Southern East Pacific Rise;2018;9;26;14;33;35;0;0
2000hk57;5.2;;80km W of Manokwari, Indonesia;416;1;M 5.2 - 80km W of Manokwari, Indonesia;2018;9;26;6;27;42;0;0
2000hk13;5.8;green;Fiji region;518;0;M 5.8 - Fiji region;2018;9;25;21;37;34;0;0
2000hjzl;5.2;;26km ESE of Minas de Marcona, Peru;416;0;M 5.2 - 26km ESE of Minas de Marcona, Peru;2018;9;25;19;56;47;0;0
2000hjwi;5.0;;187km S of L'Esperance Rock, New Zealand;385;0;M 5.0 - 187km S of L'Esperance Rock, New Zealand;2018;9;25;16;41;27;0;0
2000hjmx;5.1;;286km SSW of Severo-Kuril'sk, Russia;400;0;M 5.1 - 286km SSW of Severo-Kuril'sk, Russia;2018;9;25;5;53;40;0;0
2000hjkk;5.0;;39km N of San Isidro, Philippines;385;0;M 5.0 - 39km N of San Isidro, Philippines;2018;9;24;23;16;27;0;0
2000hjd3;5.3;green;183km SSE of Bristol Island, South Sandwich Islands;432;0;M 5.3 - 183km SSE of Bristol Island, South Sandwich Islands;2018;9;24;14;13;10;0;0
2000hj7b;5.0;;9km WSW of Kainantu, Papua New Guinea;385;1;M 5.0 - 9km WSW of Kainantu, Papua New Guinea;2018;9;24;0;42;21;0;0
2000hj0l;5.1;;South of Tonga;400;0;M 5.1 - South of Tonga;2018;9;23;11;59;52;0;0
2000hiwb;5.8;green;199km SE of Inarajan Village, Guam;533;0;M 5.8 - 199km SE of Inarajan Village, Guam;2018;9;23;2;52;15;0;0
2000hiw5;5.2;;4km S of Villa Elisa, Dominican Republic;502;0;M 5.2 - 4km S of Villa Elisa, Dominican Republic;2018;9;23;2;45;50;0;0
2000hiw3;5.1;;Western Indian-Antarctic Ridge;400;0;M 5.1 - Western Indian-Antarctic Ridge;2018;9;23;2;39;57;0;0
2000hivv;5.3;;85km SSE of Antofagasta, Chile;442;0;M 5.3 - 85km SSE of Antofagasta, Chile;2018;9;23;2;32;11;1;0
2000hiv7;5.3;;122km WSW of Kota Ternate, Indonesia;432;0;M 5.3 - 122km WSW of Kota Ternate, Indonesia;2018;9;23;0;9;35;0;0
2000hirs;5.0;;166km NNW of Saumlaki, Indonesia;385;0;M 5.0 - 166km NNW of Saumlaki, Indonesia;2018;9;22;16;16;52;0;0
2000hirf;5.1;;106km E of `Ohonua, Tonga;400;0;M 5.1 - 106km E of `Ohonua, Tonga;2018;9;22;15;35;36;0;0
2000hin5;5.4;;71km SW of Taltal, Chile;449;0;M 5.4 - 71km SW of Taltal, Chile;2018;9;22;10;13;59;1;0
2000him5;5.4;green;167km E of Nago, Japan;449;0;M 5.4 - 167km E of Nago, Japan;2018;9;22;7;58;1;0;0
2000hilf;5.0;;201km ENE of Georgetown, Saint Helena;385;0;M 5.0 - 201km ENE of Georgetown, Saint Helena;2018;9;22;5;42;31;0;0
2000hila;5.0;;209km E of Kuril'sk, Russia;385;0;M 5.0 - 209km E of Kuril'sk, Russia;2018;9;22;5;35;13;0;0
2000hi48;5.6;green;Galapagos Islands, Ecuador region;482;0;M 5.6 - Galapagos Islands, Ecuador region;2018;9;21;9;49;28;0;0
2000hhzr;5.7;green;175km SSE of Lambasa, Fiji;500;0;M 5.7 - 175km SSE of Lambasa, Fiji;2018;9;21;0;41;41;0;0
2000hhzn;5.9;green;169km E of Suva, Fiji;536;0;M 5.9 - 169km E of Suva, Fiji;2018;9;21;0;40;40;0;0
2000hhjz;5.1;;Southern Mid-Atlantic Ridge;400;0;M 5.1 - Southern Mid-Atlantic Ridge;2018;9;20;11;4;37;0;0
2000hhh4;5.4;;126km SW of Mapastepec, Mexico;449;0;M 5.4 - 126km SW of Mapastepec, Mexico;2018;9;20;6;21;18;0;0
2000hhg1;5.0;;228km S of Taron, Papua New Guinea;385;1;M 5.0 - 228km S of Taron, Papua New Guinea;2018;9;20;4;5;26;0;0
2000hhfx;5.1;;140km SW of Dadali, Solomon Islands;400;0;M 5.1 - 140km SW of Dadali, Solomon Islands;2018;9;20;3;45;0;0;0
2000hhfi;5.6;green;139km SW of Dadali, Solomon Islands;482;0;M 5.6 - 139km SW of Dadali, Solomon Islands;2018;9;20;2;47;37;0;0
2000hheu;5.2;;68km N of Anatahan, Northern Mariana Islands;417;0;M 5.2 - 68km N of Anatahan, Northern Mariana Islands;2018;9;20;1;55;34;0;0
2000hhe6;5.1;;275km SE of Pondaguitan, Philippines;400;1;M 5.1 - 275km SE of Pondaguitan, Philippines;2018;9;19;23;36;41;0;0
2000hh8t;5.0;;79km NNW of Iquique, Chile;388;0;M 5.0 - 79km NNW of Iquique, Chile;2018;9;19;15;42;21;1;0
2000hh11;5.2;;Carlsberg Ridge;416;0;M 5.2 - Carlsberg Ridge;2018;9;19;5;53;14;0;0
2000hgsw;5.0;;181km NE of Raoul Island, New Zealand;385;0;M 5.0 - 181km NE of Raoul Island, New Zealand;2018;9;18;17;58;23;0;0
2000hgf5;5.1;;23km ENE of Ishinomaki, Japan;402;0;M 5.1 - 23km ENE of Ishinomaki, Japan;2018;9;18;13;21;49;0;0
018bzunh68;5.1;green;72km SSW of Kaktovik, Alaska;400;1;M 5.1 - 72km SSW of Kaktovik, Alaska;2018;9;18;9;40;56;0;0
2000hgcm;5.5;green;55km ENE of Ndoi Island, Fiji;465;0;M 5.5 - 55km ENE of Ndoi Island, Fiji;2018;9;18;9;38;35;0;0
2000hgcc;5.9;green;44km ESE of Gizo, Solomon Islands;539;0;M 5.9 - 44km ESE of Gizo, Solomon Islands;2018;9;18;8;57;53;0;0
2000hgc3;5.0;;Southwest Indian Ridge;385;0;M 5.0 - Southwest Indian Ridge;2018;9;18;7;57;50;0;0
2000hgb0;5.2;;130km NNE of Dili, East Timor;416;1;M 5.2 - 130km NNE of Dili, East Timor;2018;9;18;6;25;29;0;0
2000hgax;5.2;;87km S of Raoul Island, New Zealand;416;0;M 5.2 - 87km S of Raoul Island, New Zealand;2018;9;18;6;24;17;0;0
2000hg93;6.0;green;Southwest Indian Ridge;554;0;M 6.0 - Southwest Indian Ridge;2018;9;18;4;27;41;0;0
2000hg99;5.1;;South of Tonga;400;0;M 5.1 - South of Tonga;2018;9;18;4;24;41;0;0
2000hg6v;5.0;;32km NW of Finschhafen, Papua New Guinea;385;1;M 5.0 - 32km NW of Finschhafen, Papua New Guinea;2018;9;17;23;3;55;0;0
2000hfru;5.0;;South of the Fiji Islands;385;0;M 5.0 - South of the Fiji Islands;2018;9;17;6;32;40;0;0
2000hfp0;5.0;;172km E of Nago, Japan;385;0;M 5.0 - 172km E of Nago, Japan;2018;9;16;23;32;9;0;0
2000hfnm;5.1;;South of Tonga;400;0;M 5.1 - South of Tonga;2018;9;16;23;1;39;0;0
2000hfmc;5.3;;38km ENE of Luganville, Vanuatu;433;0;M 5.3 - 38km ENE of Luganville, Vanuatu;2018;9;16;21;24;14;0;0
2000hfjk;6.5;green;South of the Fiji Islands;651;0;M 6.5 - South of the Fiji Islands;2018;9;16;18;11;48;0;1
2000hfhb;5.3;;54km NNW of Port-Olry, Vanuatu;432;0;M 5.3 - 54km NNW of Port-Olry, Vanuatu;2018;9;16;12;0;30;0;0
2000hfgl;5.4;;294km NNE of Ndoi Island, Fiji;449;0;M 5.4 - 294km NNE of Ndoi Island, Fiji;2018;9;16;10;10;48;0;0
2000hfdd;5.0;;90km W of Kuripan, Indonesia;385;1;M 5.0 - 90km W of Kuripan, Indonesia;2018;9;16;3;54;33;0;0
2000hfcw;5.3;;56km E of Manjimup, Australia;541;0;M 5.3 - 56km E of Manjimup, Australia;2018;9;16;1;56;25;0;0
2000hf73;5.6;green;154km E of Nago, Japan;484;0;M 5.6 - 154km E of Nago, Japan;2018;9;15;13;24;34;0;0
2000hf6l;5.4;;92km S of Severo-Kuril'sk, Russia;449;0;M 5.4 - 92km S of Severo-Kuril'sk, Russia;2018;9;15;12;40;15;0;0
2000hf6h;5.2;;165km E of Nago, Japan;416;0;M 5.2 - 165km E of Nago, Japan;2018;9;15;12;37;59;0;0
2000hf50;5.0;;Pacific-Antarctic Ridge;385;0;M 5.0 - Pacific-Antarctic Ridge;2018;9;15;9;42;17;0;0
2000hf42;5.1;;155km E of Pagan, Northern Mariana Islands;400;0;M 5.1 - 155km E of Pagan, Northern Mariana Islands;2018;9;15;7;45;32;0;0
2000hf2g;5.0;;157km E of Nago, Japan;385;0;M 5.0 - 157km E of Nago, Japan;2018;9;15;5;32;21;0;0
2000hf24;5.7;green;162km E of Nago, Japan;500;0;M 5.7 - 162km E of Nago, Japan;2018;9;15;5;5;29;0;0
2000hiax;5.1;;152km E of Nago, Japan;400;0;M 5.1 - 152km E of Nago, Japan;2018;9;15;5;5;12;0;0
2000hf01;5.4;green;158km E of Nago, Japan;449;0;M 5.4 - 158km E of Nago, Japan;2018;9;15;1;40;19;0;0
2000hex2;5.2;;105km SW of Ile Hunter, New Caledonia;416;0;M 5.2 - 105km SW of Ile Hunter, New Caledonia;2018;9;14;21;40;56;0;0
2000hewm;5.7;green;166km E of Nago, Japan;505;0;M 5.7 - 166km E of Nago, Japan;2018;9;14;21;8;21;0;0
2000hep2;5.8;green;201km W of Abepura, Indonesia;518;1;M 5.8 - 201km W of Abepura, Indonesia;2018;9;14;12;50;17;0;0
2000hekx;5.4;;2km ESE of Pucara, Peru;450;0;M 5.4 - 2km ESE of Pucara, Peru;2018;9;14;8;20;3;0;0
2000heil;5.1;;138km SE of Mohean, India;401;0;M 5.1 - 138km SE of Mohean, India;2018;9;14;4;51;24;0;0
2000hefr;5.1;;59km SE of Contamana, Peru;400;0;M 5.1 - 59km SE of Contamana, Peru;2018;9;14;1;12;36;0;0
2000he2j;5.3;;South of the Kermadec Islands;432;0;M 5.3 - South of the Kermadec Islands;2018;9;13;14;34;12;0;0
2000he1s;5.0;;160km N of Tobelo, Indonesia;385;1;M 5.0 - 160km N of Tobelo, Indonesia;2018;9;13;13;49;17;0;0
2000hdy6;5.5;green;Southern East Pacific Rise;465;0;M 5.5 - Southern East Pacific Rise;2018;9;13;8;38;4;0;0
2000hdqn;5.1;;Southwest Indian Ridge;400;0;M 5.1 - Southwest Indian Ridge;2018;9;12;19;51;4;0;0
2000hdqb;5.1;;74km NW of Rabaul, Papua New Guinea;400;1;M 5.1 - 74km NW of Rabaul, Papua New Guinea;2018;9;12;19;32;39;0;0
2000hddm;5.0;;17km ENE of Shazhou, China;386;0;M 5.0 - 17km ENE of Shazhou, China;2018;9;12;8;6;34;0;0
2000hdbf;5.1;;154km W of Kuripan, Indonesia;400;1;M 5.1 - 154km W of Kuripan, Indonesia;2018;9;12;4;27;50;0;0
2000hdas;5.4;;20km SW of La Paz Centro, Nicaragua;465;0;M 5.4 - 20km SW of La Paz Centro, Nicaragua;2018;9;12;3;29;53;0;0
2000hdam;5.3;;59km SE of Tekirova, Turkey;449;0;M 5.3 - 59km SE of Tekirova, Turkey;2018;9;12;3;21;48;0;0
2000hd8v;5.3;green;6km NE of Sapatgram, India;517;0;M 5.3 - 6km NE of Sapatgram, India;2018;9;12;1;50;46;0;0
2000hd70;5.1;;171km ENE of Kuril'sk, Russia;400;0;M 5.1 - 171km ENE of Kuril'sk, Russia;2018;9;11;21;28;9;0;0
2000hcpc;5.4;;Pacific-Antarctic Ridge;449;0;M 5.4 - Pacific-Antarctic Ridge;2018;9;11;12;14;8;0;0
2000hcpd;5.3;;Pacific-Antarctic Ridge;432;0;M 5.3 - Pacific-Antarctic Ridge;2018;9;11;12;9;27;0;0
2000hc6y;5.1;;25km S of Bucak, Turkey;429;0;M 5.1 - 25km S of Bucak, Turkey;2018;9;10;20;2;56;0;0
2000hc33;5.1;;Fiji region;400;0;M 5.1 - Fiji region;2018;9;10;17;24;41;0;0
2000hc2z;5.0;;9km NNW of Obelobel, Indonesia;390;1;M 5.0 - 9km NNW of Obelobel, Indonesia;2018;9;10;17;22;24;0;0
2000hc1x;6.3;green;200km WNW of Ile Hunter, New Caledonia;611;1;M 6.3 - 200km WNW of Ile Hunter, New Caledonia;2018;9;10;16;31;37;0;1
2000hbvq;5.3;;40km ESE of Sulangan, Philippines;432;0;M 5.3 - 40km ESE of Sulangan, Philippines;2018;9;10;8;57;3;0;0
2000hbtu;5.3;;93km WSW of Vallenar, Chile;433;0;M 5.3 - 93km WSW of Vallenar, Chile;2018;9;10;5;24;15;1;0
2000hbpv;6.9;green;56km SW of L'Esperance Rock, New Zealand;735;1;M 6.9 - 56km SW of L'Esperance Rock, New Zealand;2018;9;10;1;19;2;0;1
2000hbph;5.0;;16km NNE of Obelobel, Indonesia;385;1;M 5.0 - 16km NNE of Obelobel, Indonesia;2018;9;10;0;50;15;0;0
2000hbmp;5.0;;179km W of Ile Hunter, New Caledonia;385;0;M 5.0 - 179km W of Ile Hunter, New Caledonia;2018;9;9;20;34;15;0;0
2000hbk9;6.5;green;66km NW of Kirakira, Solomon Islands;651;1;M 6.5 - 66km NW of Kirakira, Solomon Islands;2018;9;9;16;31;35;0;1
2000hb9n;5.5;green;South of the Fiji Islands;465;0;M 5.5 - South of the Fiji Islands;2018;9;8;21;6;24;0;0
2000hb83;5.5;green;South of Tonga;465;0;M 5.5 - South of Tonga;2018;9;8;19;27;29;0;0
2000hb2g;5.1;;34km WSW of El Alto, Peru;400;0;M 5.1 - 34km WSW of El Alto, Peru;2018;9;8;11;38;56;0;0
2000haz0;5.8;green;191km W of Ile Hunter, New Caledonia;518;0;M 5.8 - 191km W of Ile Hunter, New Caledonia;2018;9;8;7;2;48;0;0
2000haxi;6.2;green;7km WNW of Manay, Philippines;605;0;M 6.2 - 7km WNW of Manay, Philippines;2018;9;8;4;16;49;0;1
2000hat7;5.7;yellow;15km WSW of Lianzhu, China;653;0;M 5.7 - 15km WSW of Lianzhu, China;2018;9;7;23;31;30;0;0
2000har6;5.0;;Balleny Islands region;385;0;M 5.0 - Balleny Islands region;2018;9;7;19;14;3;0;0
2000hanw;5.4;;139km N of Manado, Indonesia;449;0;M 5.4 - 139km N of Manado, Indonesia;2018;9;7;17;44;9;0;0
2000hahx;5.0;;5km W of Sambelia, Indonesia;386;1;M 5.0 - 5km W of Sambelia, Indonesia;2018;9;7;14;14;38;0;0
2000haar;5.4;;158km SSW of Lorengau, Papua New Guinea;449;0;M 5.4 - 158km SSW of Lorengau, Papua New Guinea;2018;9;7;10;7;15;0;0
2000ha5b;5.6;green;127km SE of Bam, Iran;482;0;M 5.6 - 127km SE of Bam, Iran;2018;9;7;3;23;38;0;0
2000ha4e;5.3;;287km NNE of Ndoi Island, Fiji;432;0;M 5.3 - 287km NNE of Ndoi Island, Fiji;2018;9;7;2;10;14;0;0
2000ha3q;5.0;;96km S of Raoul Island, New Zealand;385;0;M 5.0 - 96km S of Raoul Island, New Zealand;2018;9;7;0;56;5;0;0
2000ha1k;5.8;green;85km ESE of Vallenar, Chile;528;0;M 5.8 - 85km ESE of Vallenar, Chile;2018;9;6;23;39;17;1;0
2000ha13;6.2;green;7km SE of Alausi, Ecuador;652;0;M 6.2 - 7km SE of Alausi, Ecuador;2018;9;6;23;12;6;0;1
2000ha0n;5.4;green;14km SE of Yaviza, Panama;451;0;M 5.4 - 14km SE of Yaviza, Panama;2018;9;6;22;47;23;0;0
2000h9j1;5.4;green;188km E of Suva, Fiji;449;0;M 5.4 - 188km E of Suva, Fiji;2018;9;6;13;31;32;0;0
2000hgkk;5.1;;186km E of Suva, Fiji;400;0;M 5.1 - 186km E of Suva, Fiji;2018;9;6;13;23;3;0;0
2000hgkl;5.1;;167km E of Suva, Fiji;400;0;M 5.1 - 167km E of Suva, Fiji;2018;9;6;13;10;59;0;0
2000hgl7;5.0;;205km ESE of Suva, Fiji;385;0;M 5.0 - 205km ESE of Suva, Fiji;2018;9;6;13;10;12;0;0
2000hgkj;5.2;;181km E of Suva, Fiji;416;0;M 5.2 - 181km E of Suva, Fiji;2018;9;6;13;8;59;0;0
2000hglz;5.1;;200km E of Suva, Fiji;400;0;M 5.1 - 200km E of Suva, Fiji;2018;9;6;13;8;21;0;0
2000hgm0;5.0;;207km ESE of Lambasa, Fiji;385;0;M 5.0 - 207km ESE of Lambasa, Fiji;2018;9;6;13;7;34;0;0
2000hgki;5.3;;215km E of Suva, Fiji;432;0;M 5.3 - 215km E of Suva, Fiji;2018;9;6;13;2;50;0;0
2000hgl1;5.2;;Vanuatu region;416;0;M 5.2 - Vanuatu region;2018;9;6;13;1;45;0;0
2000hglt;5.1;;244km SE of Lambasa, Fiji;400;0;M 5.1 - 244km SE of Lambasa, Fiji;2018;9;6;12;58;27;0;0
2000hglu;5.4;;224km SE of Lambasa, Fiji;449;0;M 5.4 - 224km SE of Lambasa, Fiji;2018;9;6;12;57;24;0;0
2000hgln;5.7;green;93km E of Suva, Fiji;500;0;M 5.7 - 93km E of Suva, Fiji;2018;9;6;12;56;41;0;0
2000h9e2;7.9;green;102km ESE of Suva, Fiji;978;1;M 7.9 - 102km ESE of Suva, Fiji;2018;9;6;12;49;18;0;1
2000h965;5.0;;19km WNW of Orong, Indonesia;385;1;M 5.0 - 19km WNW of Orong, Indonesia;2018;9;6;3;43;9;0;0
2000h94x;5.5;green;282km SE of Lambasa, Fiji;465;0;M 5.5 - 282km SE of Lambasa, Fiji;2018;9;6;2;13;38;0;0
