code;mag;alert;place;sig;tsunami;title;Año;Mes;Dia;Hora;Minuto;Segundos;sismoCH;grado_sismo
2000iy2a;5.1;;145km E of Visokoi Island, South Georgia and the South Sandwich Islands;400;0;M 5.1 - 145km E of Visokoi Island, South Georgia and the South Sandwich Islands;2018;12;27;8;25;34;0;0
2000iy0q;5.4;yellow;5km NW of Guacara, Venezuela;837;0;M 5.4 - 5km NW of Guacara, Venezuela;2018;12;27;5;59;11;0;0
2000ixys;5.3;green;95km WNW of Kirakira, Solomon Islands;432;0;M 5.3 - 95km WNW of Kirakira, Solomon Islands;2018;12;27;2;39;12;0;0
2000ixwx;5.0;;31km SSE of Mawlaik, Burma;385;0;M 5.0 - 31km SSE of Mawlaik, Burma;2018;12;26;21;35;50;0;0
2000ixw6;5.1;;210km S of `Ohonua, Tonga;400;0;M 5.1 - 210km S of `Ohonua, Tonga;2018;12;26;20;36;20;0;0
2000ixpr;5.7;green;149km S of Hihifo, Tonga;502;0;M 5.7 - 149km S of Hihifo, Tonga;2018;12;26;11;11;21;0;0
2000ixli;5.1;;58km ESE of Lakatoro, Vanuatu;400;0;M 5.1 - 58km ESE of Lakatoro, Vanuatu;2018;12;26;0;23;54;0;0
2000ixky;5.0;yellow;2km ENE of Trecastagni, Italy;685;0;M 5.0 - 2km ENE of Trecastagni, Italy;2018;12;25;23;19;14;0;0
2000ixg9;5.0;;146km SSE of Raoul Island, New Zealand;385;0;M 5.0 - 146km SSE of Raoul Island, New Zealand;2018;12;25;9;48;4;0;0
2000ixez;5.4;;218km N of Chichi-shima, Japan;449;0;M 5.4 - 218km N of Chichi-shima, Japan;2018;12;25;6;46;10;0;0
2000ixds;5.4;green;108km WNW of Kota Ternate, Indonesia;449;0;M 5.4 - 108km WNW of Kota Ternate, Indonesia;2018;12;25;4;18;23;0;0
2000ixal;5.3;;172km SE of Katsuura, Japan;432;0;M 5.3 - 172km SE of Katsuura, Japan;2018;12;24;21;10;30;0;0
2000ix4a;5.0;;South of the Kermadec Islands;385;0;M 5.0 - South of the Kermadec Islands;2018;12;24;10;12;12;0;0
2000ix3y;6.1;green;95km W of Nikol'skoye, Russia;572;0;M 6.1 - 95km W of Nikol'skoye, Russia;2018;12;24;9;41;19;0;1
2000ix38;5.3;green;133km WSW of Nikol'skoye, Russia;432;0;M 5.3 - 133km WSW of Nikol'skoye, Russia;2018;12;24;7;41;39;0;0
2000iwy7;5.0;;138km NNE of Calama, Chile;385;0;M 5.0 - 138km NNE of Calama, Chile;2018;12;23;23;19;29;1;0
2000iwxs;5.0;;97km WSW of Pangai, Tonga;385;0;M 5.0 - 97km WSW of Pangai, Tonga;2018;12;23;22;0;52;0;0
2000iwx0;5.5;green;169km SE of Katsuura, Japan;465;0;M 5.5 - 169km SE of Katsuura, Japan;2018;12;23;21;43;11;0;0
2000iwwp;5.6;green;174km SE of Katsuura, Japan;482;0;M 5.6 - 174km SE of Katsuura, Japan;2018;12;23;21;18;7;0;0
2000iwvb;6.4;green;92km SW of Pangai, Tonga;631;1;M 6.4 - 92km SW of Pangai, Tonga;2018;12;23;20;8;43;0;1
2000j2xb;5.0;;141km NNW of Ngamring, China;385;0;M 5.0 - 141km NNW of Ngamring, China;2018;12;23;16;35;20;0;0
2000iws8;5.8;green;113km WSW of Jiajuedibu, China;518;0;M 5.8 - 113km WSW of Jiajuedibu, China;2018;12;23;16;32;22;0;0
2000iwpp;5.0;;23km WSW of Tiku, Indonesia;385;1;M 5.0 - 23km WSW of Tiku, Indonesia;2018;12;23;11;3;56;0;0
2000iwml;5.3;;158km ESE of Tadine, New Caledonia;432;0;M 5.3 - 158km ESE of Tadine, New Caledonia;2018;12;23;7;9;20;0;0
2000iwi6;5.0;;88km WSW of Nikol'skoye, Russia;385;0;M 5.0 - 88km WSW of Nikol'skoye, Russia;2018;12;23;0;12;48;0;0
2000iwat;6.0;green;95km NW of Sola, Vanuatu;554;0;M 6.0 - 95km NW of Sola, Vanuatu;2018;12;22;11;25;1;0;0
2000iwag;5.3;;87km W of Nikol'skoye, Russia;432;0;M 5.3 - 87km W of Nikol'skoye, Russia;2018;12;22;10;34;22;0;0
2000iwa7;5.6;green;86km W of Nikol'skoye, Russia;482;0;M 5.6 - 86km W of Nikol'skoye, Russia;2018;12;22;10;29;46;0;0
2000iw7g;5.6;yellow;53km SSE of Chipinge, Zimbabwe;686;0;M 5.6 - 53km SSE of Chipinge, Zimbabwe;2018;12;22;2;37;38;0;0
2000iw51;5.0;;48km WNW of Namatanai, Papua New Guinea;385;1;M 5.0 - 48km WNW of Namatanai, Papua New Guinea;2018;12;21;20;12;4;0;0
2000iw48;5.0;;46km ESE of Lakatoro, Vanuatu;385;0;M 5.0 - 46km ESE of Lakatoro, Vanuatu;2018;12;21;19;24;34;0;0
2000iw2u;5.2;;133km NNE of Bristol Island, South Sandwich Islands;416;0;M 5.2 - 133km NNE of Bristol Island, South Sandwich Islands;2018;12;21;17;46;14;0;0
2000j21b;5.0;;Central Mid-Atlantic Ridge;385;0;M 5.0 - Central Mid-Atlantic Ridge;2018;12;21;17;10;57;0;0
2000iw0e;5.5;green;97km W of Nikol'skoye, Russia;465;0;M 5.5 - 97km W of Nikol'skoye, Russia;2018;12;21;15;19;36;0;0
2000ivzb;5.0;;87km WSW of Nikol'skoye, Russia;385;0;M 5.0 - 87km WSW of Nikol'skoye, Russia;2018;12;21;13;24;16;0;0
2000ivv1;5.3;;126km S of Kokopo, Papua New Guinea;432;1;M 5.3 - 126km S of Kokopo, Papua New Guinea;2018;12;21;9;26;5;0;0
2000ivuc;5.1;;13km NE of Sambelia, Indonesia;402;1;M 5.1 - 13km NE of Sambelia, Indonesia;2018;12;21;7;43;55;0;0
2000ivst;5.7;green;118km SSW of Kokopo, Papua New Guinea;500;1;M 5.7 - 118km SSW of Kokopo, Papua New Guinea;2018;12;21;5;30;15;0;0
2000ivsa;5.0;;146km S of Kokopo, Papua New Guinea;385;1;M 5.0 - 146km S of Kokopo, Papua New Guinea;2018;12;21;4;28;33;0;0
2000ivs3;5.9;green;128km SSW of Kokopo, Papua New Guinea;536;1;M 5.9 - 128km SSW of Kokopo, Papua New Guinea;2018;12;21;3;33;52;0;0
2000ivrb;5.3;;135km SSW of Kokopo, Papua New Guinea;432;1;M 5.3 - 135km SSW of Kokopo, Papua New Guinea;2018;12;21;2;23;42;0;0
2000ivq8;5.0;;117km SSW of Paredon, Mexico;385;0;M 5.0 - 117km SSW of Paredon, Mexico;2018;12;20;22;59;10;0;0
2000ivi9;5.1;;91km WSW of Nikol'skoye, Russia;400;0;M 5.1 - 91km WSW of Nikol'skoye, Russia;2018;12;20;15;30;59;0;0
2000ivgx;5.6;green;91km WSW of Nikol'skoye, Russia;482;0;M 5.6 - 91km WSW of Nikol'skoye, Russia;2018;12;20;14;35;10;0;0
2000ivge;5.6;green;78km W of Nikol'skoye, Russia;482;0;M 5.6 - 78km W of Nikol'skoye, Russia;2018;12;20;14;19;29;0;0
2000j1rv;5.4;;102km WSW of Nikol'skoye, Russia;449;0;M 5.4 - 102km WSW of Nikol'skoye, Russia;2018;12;20;14;14;27;0;0
2000j1rt;5.9;green;84km WSW of Nikol'skoye, Russia;536;0;M 5.9 - 84km WSW of Nikol'skoye, Russia;2018;12;20;14;9;4;0;0
2000ivfw;7.3;green;83km W of Nikol'skoye, Russia;822;1;M 7.3 - 83km W of Nikol'skoye, Russia;2018;12;20;14;1;55;0;1
2000ivaw;5.0;;104km E of Karakul, Tajikistan;385;0;M 5.0 - 104km E of Karakul, Tajikistan;2018;12;20;8;8;12;0;0
2000ivae;5.0;;37km E of Padilla, Bolivia;385;0;M 5.0 - 37km E of Padilla, Bolivia;2018;12;20;5;52;55;0;0
2000iv5f;5.8;green;40km ENE of Kandrian, Papua New Guinea;518;1;M 5.8 - 40km ENE of Kandrian, Papua New Guinea;2018;12;19;18;37;47;0;0
2000iv0l;5.0;;73km SE of Molibagu, Indonesia;385;0;M 5.0 - 73km SE of Molibagu, Indonesia;2018;12;19;8;25;9;0;0
2000iuyv;5.7;green;Northern Mid-Atlantic Ridge;500;0;M 5.7 - Northern Mid-Atlantic Ridge;2018;12;19;0;38;37;0;0
2000iuya;6.3;green;Southeast of Easter Island;611;0;M 6.3 - Southeast of Easter Island;2018;12;18;22;37;40;0;1
2000iuw4;5.1;;South of the Fiji Islands;400;0;M 5.1 - South of the Fiji Islands;2018;12;18;17;38;35;0;0
2000iun0;5.0;;55km ESE of Lakatoro, Vanuatu;385;0;M 5.0 - 55km ESE of Lakatoro, Vanuatu;2018;12;18;2;27;45;0;0
2000iulu;5.0;;Volcano Islands, Japan region;385;0;M 5.0 - Volcano Islands, Japan region;2018;12;17;22;15;44;0;0
2000iugn;5.2;;142km E of Kimbe, Papua New Guinea;416;1;M 5.2 - 142km E of Kimbe, Papua New Guinea;2018;12;17;14;23;16;0;0
2000iufu;5.1;;214km E of Tadine, New Caledonia;400;0;M 5.1 - 214km E of Tadine, New Caledonia;2018;12;17;12;52;20;0;0
2000iuei;5.3;green;75km S of Kokopo, Papua New Guinea;432;1;M 5.3 - 75km S of Kokopo, Papua New Guinea;2018;12;17;8;14;23;0;0
2000iu5f;5.0;;97km ESE of Lakatoro, Vanuatu;385;0;M 5.0 - 97km ESE of Lakatoro, Vanuatu;2018;12;16;13;15;39;0;0
2000iu4a;5.8;green;206km NW of Carnarvon, Australia;525;0;M 5.8 - 206km NW of Carnarvon, Australia;2018;12;16;11;26;19;0;0
2000iu3z;5.1;;44km NNW of Finschhafen, Papua New Guinea;401;1;M 5.1 - 44km NNW of Finschhafen, Papua New Guinea;2018;12;16;10;1;18;0;0
2000iu3c;5.5;green;82km ESE of Lakatoro, Vanuatu;465;0;M 5.5 - 82km ESE of Lakatoro, Vanuatu;2018;12;16;6;48;20;0;0
2000iu2u;6.1;green;147km SSW of Abepura, Indonesia;576;1;M 6.1 - 147km SSW of Abepura, Indonesia;2018;12;16;6;42;37;0;1
2000iu2i;5.2;;87km ESE of Lakatoro, Vanuatu;416;0;M 5.2 - 87km ESE of Lakatoro, Vanuatu;2018;12;16;4;44;3;0;0
2000iu11;5.3;;21km W of Zhongcheng, China;435;0;M 5.3 - 21km W of Zhongcheng, China;2018;12;16;1;46;9;0;0
2000iu00;5.2;;85km ESE of Lakatoro, Vanuatu;416;0;M 5.2 - 85km ESE of Lakatoro, Vanuatu;2018;12;15;23;43;43;0;0
2000itxb;5.1;;46km ESE of Hualian, Taiwan;406;0;M 5.1 - 46km ESE of Hualian, Taiwan;2018;12;15;18;21;3;0;0
2000itwu;5.4;green;92km ESE of Lakatoro, Vanuatu;449;0;M 5.4 - 92km ESE of Lakatoro, Vanuatu;2018;12;15;17;21;54;0;0
2000ittn;5.1;;133km SSE of Raoul Island, New Zealand;400;0;M 5.1 - 133km SSE of Raoul Island, New Zealand;2018;12;15;6;42;14;0;0
2000ittb;5.0;;108km ESE of Tadine, New Caledonia;385;0;M 5.0 - 108km ESE of Tadine, New Caledonia;2018;12;15;5;29;0;0;0
2000itp1;5.2;;54km SSW of Bilungala, Indonesia;416;1;M 5.2 - 54km SSW of Bilungala, Indonesia;2018;12;14;16;27;26;0;0
2000itlf;5.1;;170km WSW of Chichi-shima, Japan;400;0;M 5.1 - 170km WSW of Chichi-shima, Japan;2018;12;14;13;2;10;0;0
2000itht;5.0;;Reykjanes Ridge;385;0;M 5.0 - Reykjanes Ridge;2018;12;14;3;17;30;0;0
2000it8a;5.1;;22km ENE of Gartog, China;400;0;M 5.1 - 22km ENE of Gartog, China;2018;12;13;12;32;54;0;0
2000it7j;5.2;;120km ESE of Tadine, New Caledonia;416;0;M 5.2 - 120km ESE of Tadine, New Caledonia;2018;12;13;9;51;11;0;0
2000it40;5.1;;132km ESE of Tadine, New Caledonia;400;0;M 5.1 - 132km ESE of Tadine, New Caledonia;2018;12;12;23;33;4;0;0
2000it31;5.1;;46km E of Isangel, Vanuatu;400;0;M 5.1 - 46km E of Isangel, Vanuatu;2018;12;12;20;53;43;0;0
2000iswk;5.0;;25km E of Pagan, Northern Mariana Islands;385;0;M 5.0 - 25km E of Pagan, Northern Mariana Islands;2018;12;12;11;37;12;0;0
2000isw3;6.3;green;Pacific-Antarctic Ridge;611;0;M 6.3 - Pacific-Antarctic Ridge;2018;12;12;10;13;56;0;1
2000isqa;5.3;;204km WNW of Visokoi Island, South Georgia and the South Sandwich Islands;432;0;M 5.3 - 204km WNW of Visokoi Island, South Georgia and the South Sandwich Islands;2018;12;12;6;14;25;0;0
2000isp1;5.1;;49km SSE of Pangai, Tonga;400;0;M 5.1 - 49km SSE of Pangai, Tonga;2018;12;12;0;24;26;0;0
2000isjf;5.2;;51km W of Muara Siberut, Indonesia;416;1;M 5.2 - 51km W of Muara Siberut, Indonesia;2018;12;11;14;20;15;0;0
2000ishb;5.1;;78km SE of Molibagu, Indonesia;400;0;M 5.1 - 78km SE of Molibagu, Indonesia;2018;12;11;8;23;24;0;0
2000isc8;7.1;green;54km N of Bristol Island, South Sandwich Islands;776;1;M 7.1 - 54km N of Bristol Island, South Sandwich Islands;2018;12;10;23;26;29;0;1
2000isb3;5.0;;34km W of Shikotan, Russia;385;0;M 5.0 - 34km W of Shikotan, Russia;2018;12;10;21;26;43;0;0
1000i5jk;5.1;;Prince Edward Islands region;400;0;M 5.1 - Prince Edward Islands region;2018;12;10;5;48;25;0;0
2000itjv;5.1;;140km ESE of Tadine, New Caledonia;400;0;M 5.1 - 140km ESE of Tadine, New Caledonia;2018;12;9;18;53;8;0;0
1000i5fj;5.0;;155km SSE of Isangel, Vanuatu;385;0;M 5.0 - 155km SSE of Isangel, Vanuatu;2018;12;9;18;52;24;0;0
1000i5eu;5.0;;133km ESE of Tadine, New Caledonia;385;0;M 5.0 - 133km ESE of Tadine, New Caledonia;2018;12;9;17;37;52;0;0
1000i5cf;5.4;;213km SSW of Port Hardy, Canada;449;1;M 5.4 - 213km SSW of Port Hardy, Canada;2018;12;9;13;20;13;0;0
1000i5c1;5.1;;1km WNW of Hualian, Taiwan;404;0;M 5.1 - 1km WNW of Hualian, Taiwan;2018;12;9;12;15;40;0;0
1000i53x;5.2;;88km WNW of Bengkulu, Indonesia;416;1;M 5.2 - 88km WNW of Bengkulu, Indonesia;2018;12;8;14;45;52;0;0
1000i4zn;5.1;;186km ESE of Tadine, New Caledonia;400;0;M 5.1 - 186km ESE of Tadine, New Caledonia;2018;12;8;4;7;34;0;0
1000i4xb;5.1;;154km ESE of Tadine, New Caledonia;400;0;M 5.1 - 154km ESE of Tadine, New Caledonia;2018;12;7;23;57;23;0;0
1000i4i2;5.0;;137km ESE of Tadine, New Caledonia;385;0;M 5.0 - 137km ESE of Tadine, New Caledonia;2018;12;7;17;43;55;0;0
1000i449;5.0;;206km WNW of Ile Hunter, New Caledonia;385;0;M 5.0 - 206km WNW of Ile Hunter, New Caledonia;2018;12;7;8;14;47;0;0
1000i3ya;5.3;;74km SSE of Hihifo, Tonga;432;0;M 5.3 - 74km SSE of Hihifo, Tonga;2018;12;7;1;37;3;0;0
1000i3y2;5.0;;125km ESE of Tadine, New Caledonia;385;0;M 5.0 - 125km ESE of Tadine, New Caledonia;2018;12;7;1;26;28;0;0
2000it9i;5.0;;133km ESE of Tadine, New Caledonia;385;0;M 5.0 - 133km ESE of Tadine, New Caledonia;2018;12;6;22;3;1;0;0
1000i3ui;5.9;green;201km ESE of Tadine, New Caledonia;536;0;M 5.9 - 201km ESE of Tadine, New Caledonia;2018;12;6;20;26;59;0;0
1000i3nf;5.1;;60km NNE of Isangel, Vanuatu;400;0;M 5.1 - 60km NNE of Isangel, Vanuatu;2018;12;6;15;44;22;0;0
1000i3n9;5.0;;224km W of Ile Hunter, New Caledonia;385;0;M 5.0 - 224km W of Ile Hunter, New Caledonia;2018;12;6;15;7;29;0;0
1000i3lz;5.1;;137km ESE of Vao, New Caledonia;400;0;M 5.1 - 137km ESE of Vao, New Caledonia;2018;12;6;14;32;40;0;0
1000i3i6;5.3;;21km NNE of Tubalan, Philippines;432;0;M 5.3 - 21km NNE of Tubalan, Philippines;2018;12;6;11;13;43;0;0
1000i3dq;5.1;;5km ENE of Chichigalpa, Nicaragua;400;0;M 5.1 - 5km ENE of Chichigalpa, Nicaragua;2018;12;6;6;43;55;0;0
1000i3bg;5.2;;120km ESE of Tadine, New Caledonia;416;0;M 5.2 - 120km ESE of Tadine, New Caledonia;2018;12;6;3;7;30;0;0
1000i399;5.0;;78km WSW of Rio Grande, Peru;385;0;M 5.0 - 78km WSW of Rio Grande, Peru;2018;12;6;1;17;24;0;0
1000i38p;5.0;;119km ESE of Tadine, New Caledonia;385;0;M 5.0 - 119km ESE of Tadine, New Caledonia;2018;12;6;1;2;27;0;0
1000i38i;5.0;;152km W of Lambasa, Fiji;385;0;M 5.0 - 152km W of Lambasa, Fiji;2018;12;6;0;49;22;0;0
1000i36p;5.5;green;9km W of Karangsubagan, Indonesia;500;1;M 5.5 - 9km W of Karangsubagan, Indonesia;2018;12;5;22;2;46;0;0
1000i35c;5.0;;172km ESE of Tadine, New Caledonia;385;0;M 5.0 - 172km ESE of Tadine, New Caledonia;2018;12;5;20;45;35;0;0
1000i350;5.1;;131km ESE of Tadine, New Caledonia;400;0;M 5.1 - 131km ESE of Tadine, New Caledonia;2018;12;5;20;20;39;0;0
1000i32q;5.4;green;202km ESE of Tadine, New Caledonia;449;0;M 5.4 - 202km ESE of Tadine, New Caledonia;2018;12;5;18;32;18;0;0
1000i315;5.0;;140km ESE of Tadine, New Caledonia;385;0;M 5.0 - 140km ESE of Tadine, New Caledonia;2018;12;5;17;1;27;0;0
1000i2xc;5.0;green;7km S of San Antonio, Chile;460;0;M 5.0 - 7km S of San Antonio, Chile;2018;12;5;14;12;13;1;0
1000i2ww;5.1;;120km ESE of Tadine, New Caledonia;400;0;M 5.1 - 120km ESE of Tadine, New Caledonia;2018;12;5;13;37;51;0;0
1000i2wi;5.2;;157km ESE of Tadine, New Caledonia;416;0;M 5.2 - 157km ESE of Tadine, New Caledonia;2018;12;5;13;35;5;0;0
1000i2vp;5.1;;160km NE of Sola, Vanuatu;400;0;M 5.1 - 160km NE of Sola, Vanuatu;2018;12;5;13;5;12;0;0
1000i2v1;5.4;green;148km E of Tadine, New Caledonia;449;0;M 5.4 - 148km E of Tadine, New Caledonia;2018;12;5;12;40;10;0;0
1000i2vx;5.1;;182km ESE of Tadine, New Caledonia;400;0;M 5.1 - 182km ESE of Tadine, New Caledonia;2018;12;5;12;38;21;0;0
1000i2tm;5.0;;55km SSE of Gharm, Tajikistan;385;0;M 5.0 - 55km SSE of Gharm, Tajikistan;2018;12;5;12;18;40;0;0
1000i2pr;5.0;;167km ESE of Tadine, New Caledonia;385;0;M 5.0 - 167km ESE of Tadine, New Caledonia;2018;12;5;7;42;21;0;0
1000i2pa;5.0;;189km ESE of Tadine, New Caledonia;385;0;M 5.0 - 189km ESE of Tadine, New Caledonia;2018;12;5;7;19;9;0;0
1000i2p3;5.3;;164km ESE of Tadine, New Caledonia;432;0;M 5.3 - 164km ESE of Tadine, New Caledonia;2018;12;5;7;14;29;0;0
1000i2nv;5.1;;163km ESE of Tadine, New Caledonia;400;0;M 5.1 - 163km ESE of Tadine, New Caledonia;2018;12;5;7;13;37;0;0
1000i2ls;5.2;;78km ESE of Tadine, New Caledonia;416;0;M 5.2 - 78km ESE of Tadine, New Caledonia;2018;12;5;5;32;40;0;0
1000i2lf;5.2;;171km ESE of Tadine, New Caledonia;416;0;M 5.2 - 171km ESE of Tadine, New Caledonia;2018;12;5;5;20;32;0;0
1000i2l9;5.0;;139km SSE of Sarangani, Philippines;385;1;M 5.0 - 139km SSE of Sarangani, Philippines;2018;12;5;5;13;53;0;0
1000i2lc;5.2;;146km ESE of Tadine, New Caledonia;416;0;M 5.2 - 146km ESE of Tadine, New Caledonia;2018;12;5;5;9;31;0;0
1000i2la;5.0;;155km ESE of Tadine, New Caledonia;385;0;M 5.0 - 155km ESE of Tadine, New Caledonia;2018;12;5;5;8;23;0;0
1000i2l0;5.2;;152km ESE of Tadine, New Caledonia;416;0;M 5.2 - 152km ESE of Tadine, New Caledonia;2018;12;5;5;1;28;0;0
1000i2kr;5.2;;100km E of Tadine, New Caledonia;416;0;M 5.2 - 100km E of Tadine, New Caledonia;2018;12;5;4;46;41;0;0
1000i2kq;5.2;;188km ESE of Tadine, New Caledonia;416;0;M 5.2 - 188km ESE of Tadine, New Caledonia;2018;12;5;4;45;38;0;0
1000i2k0;6.6;green;199km ESE of Tadine, New Caledonia;670;1;M 6.6 - 199km ESE of Tadine, New Caledonia;2018;12;5;3;43;4;0;1
1000i2je;5.3;;203km ESE of Tadine, New Caledonia;432;0;M 5.3 - 203km ESE of Tadine, New Caledonia;2018;12;5;2;53;6;0;0
1000i2il;5.3;;205km ESE of Tadine, New Caledonia;432;0;M 5.3 - 205km ESE of Tadine, New Caledonia;2018;12;5;1;54;24;0;0
2000isr0;5.2;;166km ESE of Tadine, New Caledonia;416;0;M 5.2 - 166km ESE of Tadine, New Caledonia;2018;12;5;1;52;56;0;0
1000i2if;5.3;;142km ESE of Tadine, New Caledonia;432;0;M 5.3 - 142km ESE of Tadine, New Caledonia;2018;12;5;1;50;21;0;0
2000isqx;5.1;;174km E of Tadine, New Caledonia;400;0;M 5.1 - 174km E of Tadine, New Caledonia;2018;12;5;1;48;56;0;0
2000isqz;5.3;;171km ESE of Tadine, New Caledonia;432;0;M 5.3 - 171km ESE of Tadine, New Caledonia;2018;12;5;1;43;46;0;0
1000i2hk;5.8;green;138km E of Tadine, New Caledonia;518;0;M 5.8 - 138km E of Tadine, New Caledonia;2018;12;5;1;41;56;0;0
2000isqv;5.5;green;152km ESE of Tadine, New Caledonia;465;0;M 5.5 - 152km ESE of Tadine, New Caledonia;2018;12;5;1;35;10;0;0
1000i2i1;5.7;green;170km ESE of Tadine, New Caledonia;500;0;M 5.7 - 170km ESE of Tadine, New Caledonia;2018;12;5;1;31;23;0;0
1000i2h5;5.9;green;134km ESE of Tadine, New Caledonia;536;0;M 5.9 - 134km ESE of Tadine, New Caledonia;2018;12;5;1;30;24;0;0
1000i2hh;5.9;green;161km E of Tadine, New Caledonia;536;0;M 5.9 - 161km E of Tadine, New Caledonia;2018;12;5;1;28;43;0;0
1000i2gt;7.5;green;165km ESE of Tadine, New Caledonia;871;1;M 7.5 - 165km ESE of Tadine, New Caledonia;2018;12;5;1;18;8;0;1
1000i2gr;6.3;green;160km ESE of Tadine, New Caledonia;611;0;M 6.3 - 160km ESE of Tadine, New Caledonia;2018;12;5;1;14;36;0;1
1000i2ac;5.1;;239km SW of Sibolga, Indonesia;400;1;M 5.1 - 239km SW of Sibolga, Indonesia;2018;12;4;19;29;59;0;0
1000i1xf;5.1;;115km SSW of Farallon de Pajaros, Northern Mariana Islands;400;0;M 5.1 - 115km SSW of Farallon de Pajaros, Northern Mariana Islands;2018;12;4;11;22;54;0;0
1000i1qd;5.5;green;147km WNW of Tobelo, Indonesia;465;0;M 5.5 - 147km WNW of Tobelo, Indonesia;2018;12;4;3;52;58;0;0
1000i1xx;5.6;green;Southern East Pacific Rise;482;0;M 5.6 - Southern East Pacific Rise;2018;12;4;3;20;28;0;0
1000i1s1;5.0;;Southern Mid-Atlantic Ridge;385;0;M 5.0 - Southern Mid-Atlantic Ridge;2018;12;4;1;50;26;0;0
1000i1f1;5.1;;156km S of `Ohonua, Tonga;400;0;M 5.1 - 156km S of `Ohonua, Tonga;2018;12;3;18;24;21;0;0
1000i1cj;5.0;;54km WNW of Finschhafen, Papua New Guinea;385;1;M 5.0 - 54km WNW of Finschhafen, Papua New Guinea;2018;12;3;17;9;55;0;0
1000i1cg;5.4;;Carlsberg Ridge;449;0;M 5.4 - Carlsberg Ridge;2018;12;3;17;5;45;0;0
1000i16h;5.5;green;290km WNW of Saumlaki, Indonesia;466;1;M 5.5 - 290km WNW of Saumlaki, Indonesia;2018;12;3;11;0;7;0;0
1000i0t9;5.5;green;Southwest of Africa;465;0;M 5.5 - Southwest of Africa;2018;12;2;20;13;53;0;0
1000i0sc;5.5;green;141km NNW of Ile Hunter, New Caledonia;465;0;M 5.5 - 141km NNW of Ile Hunter, New Caledonia;2018;12;2;19;32;47;0;0
1000i0id;5.4;;Southwest of Africa;449;0;M 5.4 - Southwest of Africa;2018;12;2;12;4;59;0;0
1000i46c;5.0;;139km W of Ile Hunter, New Caledonia;385;0;M 5.0 - 139km W of Ile Hunter, New Caledonia;2018;12;2;8;11;47;0;0
