code;mag;alert;place;sig;tsunami;title;Año;Mes;Dia;Hora;Minuto;Segundos;sismoCH;grado_sismo
c000tkqs;5.7;green;217km SSE of Isangel, Vanuatu;500;0;M 5.7 - 217km SSE of Isangel, Vanuatu;2015;2;1;10;34;2;0;0
c000tkqd;5.5;green;187km NNW of Sola, Vanuatu;465;0;M 5.5 - 187km NNW of Sola, Vanuatu;2015;2;1;8;41;46;0;0
c000tkqa;5.1;;91km SE of City of Saint Paul, Alaska;400;1;M 5.1 - 91km SE of City of Saint Paul, Alaska;2015;2;1;8;20;25;0;0
c000tkp9;5.0;;142km SSW of Kokopo, Papua New Guinea;385;1;M 5.0 - 142km SSW of Kokopo, Papua New Guinea;2015;2;1;1;36;36;0;0
c000tkmt;5.1;;91km SE of City of Saint Paul, Alaska;400;1;M 5.1 - 91km SE of City of Saint Paul, Alaska;2015;1;31;17;47;11;0;0
c000tkmh;5.1;;South of Panama;400;0;M 5.1 - South of Panama;2015;1;31;15;57;48;0;0
c000tkmf;5.3;;35km SSW of Punta de Burica, Panama;432;0;M 5.3 - 35km SSW of Punta de Burica, Panama;2015;1;31;15;55;43;0;0
c000tkm3;5.4;;90km SE of City of Saint Paul, Alaska;449;1;M 5.4 - 90km SE of City of Saint Paul, Alaska;2015;1;31;14;39;11;0;0
0151fk0i9b;5.4;;Pribilof Islands, Alaska region;449;0;M 5.4 - Pribilof Islands, Alaska region;2015;1;31;14;39;9;0;0
c000tkm1;5.2;;290km NE of Dili, East Timor;416;0;M 5.2 - 290km NE of Dili, East Timor;2015;1;31;14;30;9;0;0
c000tkky;5.3;;98km SE of City of Saint Paul, Alaska;432;1;M 5.3 - 98km SE of City of Saint Paul, Alaska;2015;1;31;9;38;31;0;0
c000tkkw;5.5;green;147km E of Saipan, Northern Mariana Islands;465;0;M 5.5 - 147km E of Saipan, Northern Mariana Islands;2015;1;31;9;29;30;0;0
c000tkgn;5.0;;96km N of Hihifo, Tonga;385;0;M 5.0 - 96km N of Hihifo, Tonga;2015;1;30;18;7;17;0;0
c000tkfd;5.1;;South of Africa;400;0;M 5.1 - South of Africa;2015;1;30;15;52;56;0;0
c000tkk8;5.1;;South of Africa;400;0;M 5.1 - South of Africa;2015;1;30;15;21;7;0;0
c000tkez;5.1;;204km SSE of Isangel, Vanuatu;400;0;M 5.1 - 204km SSE of Isangel, Vanuatu;2015;1;30;15;11;10;0;0
c000tker;6.0;green;209km SSE of Isangel, Vanuatu;554;0;M 6.0 - 209km SSE of Isangel, Vanuatu;2015;1;30;14;57;56;0;0
c000tk9v;5.1;;131km S of Severo-Kuril'sk, Russia;400;0;M 5.1 - 131km S of Severo-Kuril'sk, Russia;2015;1;30;1;30;35;0;0
c000tk9m;5.0;;Southern Mid-Atlantic Ridge;385;0;M 5.0 - Southern Mid-Atlantic Ridge;2015;1;30;0;34;31;0;0
c000tk0l;5.0;;West of the Galapagos Islands;385;0;M 5.0 - West of the Galapagos Islands;2015;1;29;6;29;52;0;0
c000tjzj;5.6;green;60km NNE of Pangai, Tonga;483;0;M 5.6 - 60km NNE of Pangai, Tonga;2015;1;29;0;49;35;0;0
c000tjyr;5.1;;129km E of Bitung, Indonesia;400;0;M 5.1 - 129km E of Bitung, Indonesia;2015;1;28;23;48;54;0;0
b000tj2v;5.0;;Southern East Pacific Rise;385;0;M 5.0 - Southern East Pacific Rise;2015;1;28;18;55;22;0;0
72387946;5.72;green;40km SW of Ferndale, California;1063;1;M 5.7 - 40km SW of Ferndale, California;2015;1;28;18;8;53;0;0
b000tixk;5.1;;60km S of Pirgos, Greece;400;0;M 5.1 - 60km S of Pirgos, Greece;2015;1;28;12;54;39;0;0
b000tiwy;5.1;;West Chile Rise;400;0;M 5.1 - West Chile Rise;2015;1;28;10;25;33;1;0
b000tivx;5.0;;125km SSW of Ndoi Island, Fiji;385;0;M 5.0 - 125km SSW of Ndoi Island, Fiji;2015;1;28;5;38;2;0;0
b000tism;6.2;green;54km SE of Ndoi Island, Fiji;591;0;M 6.2 - 54km SE of Ndoi Island, Fiji;2015;1;27;23;43;19;0;1
b000tiqn;5.0;;207km NNE of Ile Hunter, New Caledonia;385;0;M 5.0 - 207km NNE of Ile Hunter, New Caledonia;2015;1;27;18;26;35;0;0
b000tii2;5.7;green;158km SE of Sinabang, Indonesia;500;1;M 5.7 - 158km SE of Sinabang, Indonesia;2015;1;26;21;53;19;0;0
c000tj78;5.2;;86km W of Neiafu, Tonga;416;0;M 5.2 - 86km W of Neiafu, Tonga;2015;1;26;16;12;12;0;0
c000tlak;5.6;green;Pacific-Antarctic Ridge;482;0;M 5.6 - Pacific-Antarctic Ridge;2015;1;26;14;44;52;0;0
c000tj2w;5.1;;8km SW of Cayhagan, Philippines;407;0;M 5.1 - 8km SW of Cayhagan, Philippines;2015;1;26;4;9;54;0;0
c000tj2b;5.0;;92km NE of Tadine, New Caledonia;385;0;M 5.0 - 92km NE of Tadine, New Caledonia;2015;1;26;1;25;47;0;0
c000tj1y;5.0;;19km SSE of Xacmaz, Azerbaijan;385;0;M 5.0 - 19km SSE of Xacmaz, Azerbaijan;2015;1;26;0;30;15;0;0
c000tj11;5.2;;132km SSE of Isangel, Vanuatu;416;0;M 5.2 - 132km SSE of Isangel, Vanuatu;2015;1;25;20;55;50;0;0
c000tiyn;5.0;;31km NNW of Bandar 'Abbas, Iran;385;0;M 5.0 - 31km NNW of Bandar 'Abbas, Iran;2015;1;25;17;11;19;0;0
c000tiwn;5.3;green;111km WNW of Kota Ternate, Indonesia;432;0;M 5.3 - 111km WNW of Kota Ternate, Indonesia;2015;1;25;6;20;56;0;0
c000tiqr;5.1;;48km NE of Visokoi Island, South Georgia and the South Sandwich Islands;400;0;M 5.1 - 48km NE of Visokoi Island, South Georgia and the South Sandwich Islands;2015;1;23;18;16;29;0;0
c000tiqc;5.0;;Southwest Indian Ridge;385;0;M 5.0 - Southwest Indian Ridge;2015;1;23;17;35;33;0;0
c000tihy;6.8;green;80km NNE of Port-Vila, Vanuatu;711;1;M 6.8 - 80km NNE of Port-Vila, Vanuatu;2015;1;23;0;47;27;0;1
c000tia0;5.0;;99km N of Namuac, Philippines;385;0;M 5.0 - 99km N of Namuac, Philippines;2015;1;22;11;49;19;0;0
c000ti2c;5.1;;Greenland Sea;400;0;M 5.1 - Greenland Sea;2015;1;21;21;39;16;0;0
c000thwt;5.7;green;75km SE of Madang, Papua New Guinea;503;1;M 5.7 - 75km SE of Madang, Papua New Guinea;2015;1;21;17;8;33;0;0
c000thwf;5.1;;76km SE of Madang, Papua New Guinea;400;1;M 5.1 - 76km SE of Madang, Papua New Guinea;2015;1;21;16;52;56;0;0
c000thqq;5.4;;84km E of Pagan, Northern Mariana Islands;449;0;M 5.4 - 84km E of Pagan, Northern Mariana Islands;2015;1;21;3;51;14;0;0
c000thq4;5.2;;11km ENE of Pangyan, Philippines;420;0;M 5.2 - 11km ENE of Pangyan, Philippines;2015;1;21;2;20;27;0;0
c000thj5;5.2;;59km WNW of Antofagasta, Chile;422;0;M 5.2 - 59km WNW of Antofagasta, Chile;2015;1;20;14;34;41;1;0
c000thgj;5.0;;148km WSW of Kuripan, Indonesia;385;1;M 5.0 - 148km WSW of Kuripan, Indonesia;2015;1;20;11;34;51;0;0
c000thg4;5.1;;118km W of Panguna, Papua New Guinea;400;1;M 5.1 - 118km W of Panguna, Papua New Guinea;2015;1;20;9;7;18;0;0
c000the9;5.5;green;3km NNW of San Francisco El Alto, Guatemala;465;0;M 5.5 - 3km NNW of San Francisco El Alto, Guatemala;2015;1;20;3;59;52;0;0
c000thd9;5.0;;110km ESE of Pondaguitan, Philippines;385;0;M 5.0 - 110km ESE of Pondaguitan, Philippines;2015;1;20;0;2;14;0;0
c000thby;5.0;;142km E of Saipan, Northern Mariana Islands;385;0;M 5.0 - 142km E of Saipan, Northern Mariana Islands;2015;1;19;20;8;57;0;0
c000th7m;5.5;green;23km SSW of Manuk Mangkaw, Philippines;468;0;M 5.5 - 23km SSW of Manuk Mangkaw, Philippines;2015;1;19;14;19;45;0;0
c000th49;5.4;green;Greenland Sea;449;0;M 5.4 - Greenland Sea;2015;1;19;9;45;12;0;0
c000th45;5.0;;Greenland Sea;385;0;M 5.0 - Greenland Sea;2015;1;19;9;31;51;0;0
c000th2h;5.0;;19km WSW of Goroka, Papua New Guinea;385;1;M 5.0 - 19km WSW of Goroka, Papua New Guinea;2015;1;18;23;33;38;0;0
c000th1c;5.7;green;Southern East Pacific Rise;500;0;M 5.7 - Southern East Pacific Rise;2015;1;18;20;13;36;0;0
c000tgyv;5.3;;Izu Islands, Japan region;432;0;M 5.3 - Izu Islands, Japan region;2015;1;18;13;15;8;0;0
c000tgxf;5.2;;Southern Mid-Atlantic Ridge;416;0;M 5.2 - Southern Mid-Atlantic Ridge;2015;1;18;5;30;29;0;0
c000tgwz;5.0;;14km E of Severomuysk, Russia;385;0;M 5.0 - 14km E of Severomuysk, Russia;2015;1;18;3;41;33;0;0
c000tgw6;5.5;green;3km SSW of Semisopochnoi Island, Alaska;465;1;M 5.5 - 3km SSW of Semisopochnoi Island, Alaska;2015;1;18;1;47;38;0;0
c000tgw5;5.0;;167km N of Chichi-shima, Japan;385;0;M 5.0 - 167km N of Chichi-shima, Japan;2015;1;18;1;27;43;0;0
c000tgvr;5.3;;3km ESE of Bungahan, Philippines;432;0;M 5.3 - 3km ESE of Bungahan, Philippines;2015;1;17;21;27;22;0;0
c000tgvb;5.5;green;98km W of Tual, Indonesia;465;0;M 5.5 - 98km W of Tual, Indonesia;2015;1;17;20;39;51;0;0
c000tgsw;5.6;green;59km ESE of Yacuiba, Bolivia;482;0;M 5.6 - 59km ESE of Yacuiba, Bolivia;2015;1;17;15;41;42;0;0
c000tgpb;5.3;;1km S of Binubusan, Philippines;432;0;M 5.3 - 1km S of Binubusan, Philippines;2015;1;17;2;9;21;0;0
c000tgh6;5.0;;62km SW of Kokopo, Papua New Guinea;385;1;M 5.0 - 62km SW of Kokopo, Papua New Guinea;2015;1;16;14;15;47;0;0
c000tgde;5.1;;7km N of Santa Rosa, Ecuador;407;0;M 5.1 - 7km N of Santa Rosa, Ecuador;2015;1;16;8;39;23;0;0
c000tgci;5.0;;75km W of Port-Vila, Vanuatu;385;0;M 5.0 - 75km W of Port-Vila, Vanuatu;2015;1;16;4;13;16;0;0
c000tg7r;5.2;;Southern Mid-Atlantic Ridge;416;0;M 5.2 - Southern Mid-Atlantic Ridge;2015;1;15;17;29;13;0;0
c000tg17;5.2;;97km SSW of Pagaralam, Indonesia;416;1;M 5.2 - 97km SSW of Pagaralam, Indonesia;2015;1;15;11;1;52;0;0
c000tfwz;5.2;;94km SW of Tinabogan, Indonesia;416;1;M 5.2 - 94km SW of Tinabogan, Indonesia;2015;1;14;21;9;27;0;0
c000tfln;5.0;;17km SSW of Uglegorsk, Russia;385;0;M 5.0 - 17km SSW of Uglegorsk, Russia;2015;1;14;9;9;35;0;0
c000tfjg;5.3;;14km NNW of Shaping, China;436;0;M 5.3 - 14km NNW of Shaping, China;2015;1;14;2;21;38;0;0
c000tfcj;5.2;;37km NNE of Lae, Papua New Guinea;416;1;M 5.2 - 37km NNE of Lae, Papua New Guinea;2015;1;13;17;3;58;0;0
c000tfar;5.0;;134km E of Chichi-shima, Japan;385;0;M 5.0 - 134km E of Chichi-shima, Japan;2015;1;13;15;3;43;0;0
c000tfa7;5.0;;121km NNW of Raoul Island, New Zealand;385;0;M 5.0 - 121km NNW of Raoul Island, New Zealand;2015;1;13;14;47;17;0;0
c000tf3a;5.0;;43km ESE of Nishinoomote, Japan;385;0;M 5.0 - 43km ESE of Nishinoomote, Japan;2015;1;13;2;26;59;0;0
c000tf3b;5.0;;37km ESE of Madang, Papua New Guinea;385;1;M 5.0 - 37km ESE of Madang, Papua New Guinea;2015;1;13;2;24;46;0;0
c000tewz;5.6;green;38km WNW of Dobo, Indonesia;482;1;M 5.6 - 38km WNW of Dobo, Indonesia;2015;1;12;17;25;14;0;0
c000tes3;5.5;green;29km SSW of Pijijiapan, Mexico;469;0;M 5.5 - 29km SSW of Pijijiapan, Mexico;2015;1;12;4;57;27;0;0
c000ter7;5.0;;Southern Mid-Atlantic Ridge;385;0;M 5.0 - Southern Mid-Atlantic Ridge;2015;1;12;0;4;20;0;0
c000teqp;5.0;;Mauritius - Reunion region;385;0;M 5.0 - Mauritius - Reunion region;2015;1;11;21;19;57;0;0
c000tenj;5.4;;207km WSW of Longyearbyen, Svalbard and Jan Mayen;449;0;M 5.4 - 207km WSW of Longyearbyen, Svalbard and Jan Mayen;2015;1;11;17;34;32;0;0
c000temj;5.1;;171km NE of Taron, Papua New Guinea;400;0;M 5.1 - 171km NE of Taron, Papua New Guinea;2015;1;11;5;39;26;0;0
c000tejf;5.9;green;5km NW of Mabayo, Philippines;613;0;M 5.9 - 5km NW of Mabayo, Philippines;2015;1;10;16;32;0;0;0
c000teil;5.5;green;101km NNE of Calama, Chile;465;0;M 5.5 - 101km NNE of Calama, Chile;2015;1;10;14;55;2;1;0
c000teic;5.0;;74km W of Firuzabad, Iran;385;0;M 5.0 - 74km W of Firuzabad, Iran;2015;1;10;14;3;7;0;0
c000tefb;5.1;;108km ENE of Arzak, China;400;0;M 5.1 - 108km ENE of Arzak, China;2015;1;10;3;51;2;0;0
c000teem;5.1;;82km E of Hihifo, Tonga;400;0;M 5.1 - 82km E of Hihifo, Tonga;2015;1;10;0;14;34;0;0
c000teeh;5.6;green;Chagos Archipelago region;482;0;M 5.6 - Chagos Archipelago region;2015;1;9;23;5;46;0;0
c000tedv;5.1;;34km WNW of Sinabang, Indonesia;400;1;M 5.1 - 34km WNW of Sinabang, Indonesia;2015;1;9;19;59;11;0;0
c000te3v;5.1;;Pacific-Antarctic Ridge;400;0;M 5.1 - Pacific-Antarctic Ridge;2015;1;8;21;4;55;0;0
c000te3q;5.4;;Pacific-Antarctic Ridge;449;0;M 5.4 - Pacific-Antarctic Ridge;2015;1;8;20;51;45;0;0
c000tdak;5.1;;126km S of Akureyri, Iceland;400;0;M 5.1 - 126km S of Akureyri, Iceland;2015;1;8;15;47;12;0;0
c000tda9;5.3;green;21km W of Shibetsu, Japan;432;0;M 5.3 - 21km W of Shibetsu, Japan;2015;1;8;15;42;12;0;0
c000td4a;5.7;green;Balleny Islands region;500;0;M 5.7 - Balleny Islands region;2015;1;8;11;56;30;0;0
c000tcdm;5.1;;74km NNW of Lae, Papua New Guinea;401;1;M 5.1 - 74km NNW of Lae, Papua New Guinea;2015;1;7;11;45;36;0;0
c000tcbp;5.0;;295km S of Punta de Burica, Panama;385;0;M 5.0 - 295km S of Punta de Burica, Panama;2015;1;7;2;36;7;0;0
c000tcba;6.5;green;236km S of Punta de Burica, Panama;650;1;M 6.5 - 236km S of Punta de Burica, Panama;2015;1;7;2;7;7;0;1
c000tcb4;5.1;;32km NNE of Hualian, Taiwan;405;0;M 5.1 - 32km NNE of Hualian, Taiwan;2015;1;7;1;48;33;0;0
c000tcar;5.2;;Southeast of Easter Island;416;0;M 5.2 - Southeast of Easter Island;2015;1;7;0;6;45;0;0
c000tc8q;5.6;green;123km SSE of Ust'-Kamchatsk Staryy, Russia;482;0;M 5.6 - 123km SSE of Ust'-Kamchatsk Staryy, Russia;2015;1;6;19;9;13;0;0
c000tc20;5.0;;Pacific-Antarctic Ridge;385;0;M 5.0 - Pacific-Antarctic Ridge;2015;1;5;23;11;13;0;0
c000tc12;5.3;;208km NNW of Auckland Island, New Zealand;432;0;M 5.3 - 208km NNW of Auckland Island, New Zealand;2015;1;5;21;14;21;0;0
c000tbz0;5.0;;118km S of Akureyri, Iceland;385;0;M 5.0 - 118km S of Akureyri, Iceland;2015;1;5;18;53;20;0;0
c000tbve;5.6;green;43km SSE of Hokitika, New Zealand;484;0;M 5.6 - 43km SSE of Hokitika, New Zealand;2015;1;5;14;48;42;0;0
c000tbun;5.0;;Izu Islands, Japan region;385;0;M 5.0 - Izu Islands, Japan region;2015;1;5;12;31;18;0;0
c000tbud;5.3;;Izu Islands, Japan region;432;0;M 5.3 - Izu Islands, Japan region;2015;1;5;12;16;27;0;0
c000tbr9;5.1;;100km WSW of Rabaul, Papua New Guinea;400;1;M 5.1 - 100km WSW of Rabaul, Papua New Guinea;2015;1;5;2;18;51;0;0
c000tbpu;5.1;;173km ESE of Kandrian, Papua New Guinea;400;1;M 5.1 - 173km ESE of Kandrian, Papua New Guinea;2015;1;4;20;44;5;0;0
c000tbns;5.0;;Northern Mid-Atlantic Ridge;385;0;M 5.0 - Northern Mid-Atlantic Ridge;2015;1;4;18;23;15;0;0
c000tgg8;5.3;;Pacific-Antarctic Ridge;432;0;M 5.3 - Pacific-Antarctic Ridge;2015;1;4;11;35;29;0;0
c000tbjs;5.1;;144km NE of Naze, Japan;400;0;M 5.1 - 144km NE of Naze, Japan;2015;1;4;2;51;25;0;0
c000tbh1;5.1;;80km NE of Port-Vila, Vanuatu;400;0;M 5.1 - 80km NE of Port-Vila, Vanuatu;2015;1;3;17;59;57;0;0
c000tbfq;5.0;green;9km E of Challis, Idaho;915;0;M 5.0 - 9km E of Challis, Idaho;2015;1;3;14;44;3;0;0
c000tbdx;5.0;;46km SSW of Molibagu, Indonesia;385;1;M 5.0 - 46km SSW of Molibagu, Indonesia;2015;1;3;5;3;31;0;0
c000tbcd;5.3;;Pacific-Antarctic Ridge;432;0;M 5.3 - Pacific-Antarctic Ridge;2015;1;2;19;7;30;0;0
c000tbbg;5.1;;182km NE of Bitung, Indonesia;400;0;M 5.1 - 182km NE of Bitung, Indonesia;2015;1;2;17;11;8;0;0
c000tb93;5.3;;Central East Pacific Rise;432;0;M 5.3 - Central East Pacific Rise;2015;1;2;8;1;22;0;0
c000tb91;5.4;;208km W of Port Hardy, Canada;449;1;M 5.4 - 208km W of Port Hardy, Canada;2015;1;2;7;15;34;0;0
c000tb8u;5.4;;Carlsberg Ridge;449;0;M 5.4 - Carlsberg Ridge;2015;1;2;5;25;52;0;0
c000tb8r;5.5;green;Carlsberg Ridge;465;0;M 5.5 - Carlsberg Ridge;2015;1;2;5;21;55;0;0
72373456;5.36;green;128km W of Ferndale, California;457;1;M 5.4 - 128km W of Ferndale, California;2015;1;1;9;16;14;0;0
c000tb4f;5.1;;70km W of Firuzabad, Iran;400;0;M 5.1 - 70km W of Firuzabad, Iran;2015;1;1;5;49;53;0;0
