code;mag;alert;place;sig;tsunami;title;Año;Mes;Dia;Hora;Minuto;Segundos;sismoCH;grado_sismo
10004ant;6.3;green;Western Indian-Antarctic Ridge;611;0;M 6.3 - Western Indian-Antarctic Ridge;2015;12;31;23;0;39;0;1
10004amq;5.0;;75km SE of Atka, Alaska;385;0;M 5.0 - 75km SE of Atka, Alaska;2015;12;31;19;22;17;0;0
10004ama;5.4;;121km S of Raoul Island, New Zealand;449;0;M 5.4 - 121km S of Raoul Island, New Zealand;2015;12;31;18;29;38;0;0
10004akg;5.8;green;71km S of Masachapa, Nicaragua;531;0;M 5.8 - 71km S of Masachapa, Nicaragua;2015;12;31;7;56;58;0;0
10004ae8;5.0;;86km SE of `Ohonua, Tonga;385;0;M 5.0 - 86km SE of `Ohonua, Tonga;2015;12;30;8;8;36;0;0
10004acp;5.0;;8km NW of La Gomera, Guatemala;396;0;M 5.0 - 8km NW of La Gomera, Guatemala;2015;12;30;0;25;34;0;0
10004aci;5.0;;Southern East Pacific Rise;385;0;M 5.0 - Southern East Pacific Rise;2015;12;29;23;58;36;0;0
10004a6p;5.0;;14km SSE of Murindo, Colombia;396;0;M 5.0 - 14km SSE of Murindo, Colombia;2015;12;28;23;54;6;0;0
10004a6n;5.8;green;80km W of Panguna, Papua New Guinea;518;1;M 5.8 - 80km W of Panguna, Papua New Guinea;2015;12;28;22;51;41;0;0
10004a4l;5.1;;Central Mid-Atlantic Ridge;400;0;M 5.1 - Central Mid-Atlantic Ridge;2015;12;28;16;24;15;0;0
10004a40;5.2;;17km SE of Passo, Indonesia;417;1;M 5.2 - 17km SE of Passo, Indonesia;2015;12;28;13;26;4;0;0
10004a3n;5.1;;84km SSW of Taron, Papua New Guinea;400;1;M 5.1 - 84km SSW of Taron, Papua New Guinea;2015;12;28;11;39;31;0;0
10004a1v;5.6;green;20km WSW of Saint-Pierre, Martinique;497;0;M 5.6 - 20km WSW of Saint-Pierre, Martinique;2015;12;28;3;55;29;0;0
100049xy;5.3;;Southern East Pacific Rise;432;0;M 5.3 - Southern East Pacific Rise;2015;12;27;12;19;49;0;0
100049re;5.2;;2km ENE of San Benito, Philippines;416;0;M 5.2 - 2km ENE of San Benito, Philippines;2015;12;26;19;11;17;0;0
100049py;5.0;;97km W of Illapel, Chile;385;0;M 5.0 - 97km W of Illapel, Chile;2015;12;26;14;58;8;1;0
100049m3;5.2;;15km E of Karpathos, Greece;416;0;M 5.2 - 15km E of Karpathos, Greece;2015;12;26;8;0;52;0;0
10004ail;5.4;;Southeast Indian Ridge;449;0;M 5.4 - Southeast Indian Ridge;2015;12;26;1;43;15;0;0
100049i1;6.3;green;42km WSW of Ashkasham, Afghanistan;877;0;M 6.3 - 42km WSW of Ashkasham, Afghanistan;2015;12;25;16;14;47;0;1
100049hf;5.8;green;West Chile Rise;518;0;M 5.8 - West Chile Rise;2015;12;25;14;58;4;1;0
100049g1;5.1;;50km NE of Luganville, Vanuatu;400;0;M 5.1 - 50km NE of Luganville, Vanuatu;2015;12;25;4;43;50;0;0
100049dq;5.8;green;270km WNW of Saumlaki, Indonesia;518;1;M 5.8 - 270km WNW of Saumlaki, Indonesia;2015;12;24;20;10;58;0;0
100049cl;5.1;;110km WNW of Rabaul, Papua New Guinea;400;1;M 5.1 - 110km WNW of Rabaul, Papua New Guinea;2015;12;24;17;18;42;0;0
100049ce;6.2;green;Southern East Pacific Rise;591;0;M 6.2 - Southern East Pacific Rise;2015;12;24;16;44;3;0;1
10004966;5.3;;147km N of Neiafu, Tonga;432;0;M 5.3 - 147km N of Neiafu, Tonga;2015;12;23;19;28;18;0;0
1000493b;5.8;green;Bouvet Island region;518;0;M 5.8 - Bouvet Island region;2015;12;23;13;55;9;0;0
10004933;5.0;;Northern Mid-Atlantic Ridge;385;0;M 5.0 - Northern Mid-Atlantic Ridge;2015;12;23;13;17;51;0;0
1000491a;5.1;;71km NE of Tadine, New Caledonia;400;0;M 5.1 - 71km NE of Tadine, New Caledonia;2015;12;23;12;36;53;0;0
1000490j;5.0;;77km SW of Panguna, Papua New Guinea;385;1;M 5.0 - 77km SW of Panguna, Papua New Guinea;2015;12;23;7;8;49;0;0
100048zn;5.0;;155km SSW of Severo-Kuril'sk, Russia;385;0;M 5.0 - 155km SSW of Severo-Kuril'sk, Russia;2015;12;23;3;43;21;0;0
100048sl;5.2;;178km NE of Raoul Island, New Zealand;416;0;M 5.2 - 178km NE of Raoul Island, New Zealand;2015;12;22;10;5;10;0;0
100048lk;5.7;green;32km WSW of Kokopo, Papua New Guinea;500;1;M 5.7 - 32km WSW of Kokopo, Papua New Guinea;2015;12;21;12;44;4;0;0
100048l4;5.0;;111km WNW of Neiafu, Tonga;385;0;M 5.0 - 111km WNW of Neiafu, Tonga;2015;12;21;9;37;12;0;0
100048hu;5.0;;89km W of Panguna, Papua New Guinea;385;1;M 5.0 - 89km W of Panguna, Papua New Guinea;2015;12;20;19;4;34;0;0
100048hc;6.1;green;38km N of Tarakan, Indonesia;585;1;M 6.1 - 38km N of Tarakan, Indonesia;2015;12;20;15;47;36;0;1
100048g8;5.2;;19km N of Biri, Philippines;416;0;M 5.2 - 19km N of Biri, Philippines;2015;12;20;6;28;51;0;0
100048fn;5.2;;195km NE of Raoul Island, New Zealand;416;0;M 5.2 - 195km NE of Raoul Island, New Zealand;2015;12;20;4;29;11;0;0
100048du;5.8;green;10km W of Ovalle, Chile;540;0;M 5.8 - 10km W of Ovalle, Chile;2015;12;19;16;25;5;1;0
100048d4;5.7;green;100km SSW of Cigarogol, Indonesia;504;1;M 5.7 - 100km SSW of Cigarogol, Indonesia;2015;12;19;12;3;36;0;0
100048aa;5.0;;Off the coast of Central America;385;0;M 5.0 - Off the coast of Central America;2015;12;19;1;27;32;0;0
1000489i;6.0;green;129km N of Isangel, Vanuatu;554;0;M 6.0 - 129km N of Isangel, Vanuatu;2015;12;18;23;10;53;0;0
1000488j;5.4;;51km NE of Achham, Nepal;452;0;M 5.4 - 51km NE of Achham, Nepal;2015;12;18;19;16;56;0;0
1000488k;5.1;;191km ESE of Lambasa, Fiji;400;0;M 5.1 - 191km ESE of Lambasa, Fiji;2015;12;18;19;14;9;0;0
1000483e;5.4;green;North of Ascension Island;449;0;M 5.4 - North of Ascension Island;2015;12;18;8;46;48;0;0
1000480v;5.4;;184km SW of Vostok, Russia;449;0;M 5.4 - 184km SW of Vostok, Russia;2015;12;17;18;31;39;0;0
100047zq;6.6;green;12km SW of Tres Picos, Mexico;770;1;M 6.6 - 12km SW of Tres Picos, Mexico;2015;12;17;16;49;53;0;1
100047wy;5.3;;9km NW of Danglas, Philippines;441;0;M 5.3 - 9km NW of Danglas, Philippines;2015;12;17;9;44;3;0;0
20004hm8;5.3;;63km WNW of Pangai, Tonga;432;0;M 5.3 - 63km WNW of Pangai, Tonga;2015;12;16;17;38;37;0;0
20004hdj;5.0;;97km ENE of Visokoi Island, South Georgia and the South Sandwich Islands;385;0;M 5.0 - 97km ENE of Visokoi Island, South Georgia and the South Sandwich Islands;2015;12;15;14;48;50;0;0
20004hde;5.1;;91km ENE of Visokoi Island, South Georgia and the South Sandwich Islands;400;0;M 5.1 - 91km ENE of Visokoi Island, South Georgia and the South Sandwich Islands;2015;12;15;14;8;25;0;0
20004hax;5.2;;16km SE of Luganville, Vanuatu;417;0;M 5.2 - 16km SE of Luganville, Vanuatu;2015;12;15;10;29;35;0;0
20004h86;5.1;;120km NNE of Iwo Jima, Japan;400;0;M 5.1 - 120km NNE of Iwo Jima, Japan;2015;12;14;21;20;33;0;0
20004h6f;5.0;;104km S of Taron, Papua New Guinea;385;1;M 5.0 - 104km S of Taron, Papua New Guinea;2015;12;14;19;56;17;0;0
20004h58;5.2;;64km E of Nikolski, Alaska;416;0;M 5.2 - 64km E of Nikolski, Alaska;2015;12;14;18;12;1;0;0
20004gyq;5.3;green;105km SE of Amahai, Indonesia;432;0;M 5.3 - 105km SE of Amahai, Indonesia;2015;12;13;22;45;58;0;0
20004gyp;5.2;;105km SE of Amahai, Indonesia;416;0;M 5.2 - 105km SE of Amahai, Indonesia;2015;12;13;22;34;0;0;0
20004gv8;5.4;;200km NW of Saumlaki, Indonesia;449;0;M 5.4 - 200km NW of Saumlaki, Indonesia;2015;12;13;3;42;9;0;0
20004gv4;5.1;;115km NE of Kurumkan, Russia;400;0;M 5.1 - 115km NE of Kurumkan, Russia;2015;12;13;2;53;20;0;0
20004guj;5.3;;Kuril Islands;432;0;M 5.3 - Kuril Islands;2015;12;12;22;52;17;0;0
20004gug;5.3;;204km NNW of Tobelo, Indonesia;432;1;M 5.3 - 204km NNW of Tobelo, Indonesia;2015;12;12;22;47;5;0;0
20004gtz;5.5;green;Southeast of Easter Island;465;0;M 5.5 - Southeast of Easter Island;2015;12;12;20;32;54;0;0
20004gm0;5.0;;Southeast Indian Ridge;385;0;M 5.0 - Southeast Indian Ridge;2015;12;11;19;5;36;0;0
20004gba;5.1;green;88km W of Kuripan, Indonesia;400;1;M 5.1 - 88km W of Kuripan, Indonesia;2015;12;11;0;20;48;0;0
20004g7l;5.0;;222km SSE of Saparua, Indonesia;385;0;M 5.0 - 222km SSE of Saparua, Indonesia;2015;12;10;15;55;31;0;0
20004g50;5.1;;241km WNW of Lautoka, Fiji;400;0;M 5.1 - 241km WNW of Lautoka, Fiji;2015;12;10;12;3;26;0;0
20004g40;5.7;green;151km E of Bristol Island, South Sandwich Islands;500;0;M 5.7 - 151km E of Bristol Island, South Sandwich Islands;2015;12;10;9;5;14;0;0
20004g28;5.2;;121km SE of Amahai, Indonesia;416;0;M 5.2 - 121km SE of Amahai, Indonesia;2015;12;9;23;4;43;0;0
20004g1p;5.5;green;86km NNW of Tome, Chile;471;0;M 5.5 - 86km NNW of Tome, Chile;2015;12;9;21;9;32;1;0
20004g0x;5.3;;South Indian Ocean;432;0;M 5.3 - South Indian Ocean;2015;12;9;18;52;42;0;0
20004fzu;5.0;;92km SW of Karakul, Tajikistan;385;0;M 5.0 - 92km SW of Karakul, Tajikistan;2015;12;9;16;17;38;0;0
20004g15;5.0;;108km SE of Amahai, Indonesia;385;0;M 5.0 - 108km SE of Amahai, Indonesia;2015;12;9;13;35;44;0;0
20004fww;5.0;;104km SE of Amahai, Indonesia;385;0;M 5.0 - 104km SE of Amahai, Indonesia;2015;12;9;13;6;10;0;0
20004fvt;5.4;;110km SE of Amahai, Indonesia;449;0;M 5.4 - 110km SE of Amahai, Indonesia;2015;12;9;11;14;1;0;0
20004fve;5.3;;107km SSE of Sigave, Wallis and Futuna;432;0;M 5.3 - 107km SSE of Sigave, Wallis and Futuna;2015;12;9;10;32;56;0;0
20004fuz;6.1;green;255km WNW of Lautoka, Fiji;572;0;M 6.1 - 255km WNW of Lautoka, Fiji;2015;12;9;9;58;1;0;1
20004fur;5.3;;119km SE of Amahai, Indonesia;432;0;M 5.3 - 119km SE of Amahai, Indonesia;2015;12;9;9;39;11;0;0
20004ful;5.0;;112km SE of Amahai, Indonesia;385;0;M 5.0 - 112km SE of Amahai, Indonesia;2015;12;9;9;17;19;0;0
20004fuh;5.2;;117km SE of Amahai, Indonesia;416;0;M 5.2 - 117km SE of Amahai, Indonesia;2015;12;9;9;6;24;0;0
20004fu0;5.2;;133km SE of Amahai, Indonesia;416;0;M 5.2 - 133km SE of Amahai, Indonesia;2015;12;9;8;15;29;0;0
20004ft7;6.9;green;107km SE of Amahai, Indonesia;739;0;M 6.9 - 107km SE of Amahai, Indonesia;2015;12;9;7;21;48;0;1
20004fma;5.0;;24km NNE of Ternate, Indonesia;385;1;M 5.0 - 24km NNE of Ternate, Indonesia;2015;12;8;15;35;19;0;0
1000454p;5.6;green;57km WSW of Ovalle, Chile;484;0;M 5.6 - 57km WSW of Ovalle, Chile;2015;12;8;9;56;7;1;0
100044xh;5.7;green;4km WNW of Masagua, Guatemala;541;0;M 5.7 - 4km WNW of Masagua, Guatemala;2015;12;7;19;53;35;0;0
100044lp;5.4;green;49km SW of Karakul, Tajikistan;449;0;M 5.4 - 49km SW of Karakul, Tajikistan;2015;12;7;7;4;58;0;0
100044km;5.5;green;23km SSE of Chayek, Kyrgyzstan;466;0;M 5.5 - 23km SSE of Chayek, Kyrgyzstan;2015;12;7;5;30;56;0;0
20004g5k;5.2;;65km SSW of Karakul, Tajikistan;416;0;M 5.2 - 65km SSW of Karakul, Tajikistan;2015;12;7;5;9;44;0;0
20004g6m;5.3;;67km WSW of Karakul, Tajikistan;432;0;M 5.3 - 67km WSW of Karakul, Tajikistan;2015;12;7;4;59;9;0;0
100044k5;5.5;green;27km NNW of Illapel, Chile;471;0;M 5.5 - 27km NNW of Illapel, Chile;2015;12;7;4;51;11;1;0
100044k6;7.2;green;104km W of Murghob, Tajikistan;831;0;M 7.2 - 104km W of Murghob, Tajikistan;2015;12;7;4;50;5;0;1
100044j9;5.2;;118km NNW of Neiafu, Tonga;416;0;M 5.2 - 118km NNW of Neiafu, Tonga;2015;12;6;23;54;39;0;0
100044iy;5.4;;100km SSE of Raoul Island, New Zealand;449;0;M 5.4 - 100km SSE of Raoul Island, New Zealand;2015;12;6;22;47;8;0;0
100044h9;5.4;;191km W of Lata, Solomon Islands;449;0;M 5.4 - 191km W of Lata, Solomon Islands;2015;12;6;16;51;35;0;0
100044h6;5.0;;Southern Mid-Atlantic Ridge;385;0;M 5.0 - Southern Mid-Atlantic Ridge;2015;12;6;16;16;36;0;0
100044gf;5.6;green;275km N of Ndoi Island, Fiji;482;0;M 5.6 - 275km N of Ndoi Island, Fiji;2015;12;6;14;9;29;0;0
100044dd;5.3;;112km SSW of Panguna, Papua New Guinea;432;0;M 5.3 - 112km SSW of Panguna, Papua New Guinea;2015;12;6;1;3;8;0;0
10004eba;5.0;;64km SE of Dushanzi, China;385;0;M 5.0 - 64km SE of Dushanzi, China;2015;12;5;19;59;43;0;0
1000448u;5.3;;22km NW of Yuto, Argentina;433;0;M 5.3 - 22km NW of Yuto, Argentina;2015;12;4;23;10;0;0;0
100043z2;7.1;green;Southeast Indian Ridge;776;0;M 7.1 - Southeast Indian Ridge;2015;12;4;19;25;0;0;1
100043fl;5.0;;Southern Mid-Atlantic Ridge;385;0;M 5.0 - Southern Mid-Atlantic Ridge;2015;12;4;17;22;18;0;0
1000438a;5.4;green;137km NE of Farallon de Pajaros, Northern Mariana Islands;449;0;M 5.4 - 137km NE of Farallon de Pajaros, Northern Mariana Islands;2015;12;4;1;25;50;0;0
1000431u;5.0;;Southern East Pacific Rise;385;0;M 5.0 - Southern East Pacific Rise;2015;12;3;12;55;15;0;0
1000431p;5.3;;44km WSW of Kimbe, Papua New Guinea;432;1;M 5.3 - 44km WSW of Kimbe, Papua New Guinea;2015;12;3;12;29;8;0;0
1000431g;5.1;;31km SE of Taitung City, Taiwan;403;0;M 5.1 - 31km SE of Taitung City, Taiwan;2015;12;3;11;31;12;0;0
100042wp;5.2;;Southern East Pacific Rise;416;0;M 5.2 - Southern East Pacific Rise;2015;12;3;0;2;34;0;0
100042w1;5.0;;Southern East Pacific Rise;385;0;M 5.0 - Southern East Pacific Rise;2015;12;2;21;23;55;0;0
100042v4;5.4;green;8km WSW of Kigi, Turkey;449;0;M 5.4 - 8km WSW of Kigi, Turkey;2015;12;2;20;27;9;0;0
100042nk;5.3;;89km W of Panguna, Papua New Guinea;432;1;M 5.3 - 89km W of Panguna, Papua New Guinea;2015;12;2;7;8;28;0;0
100042jf;5.0;;73km S of Panguna, Papua New Guinea;385;1;M 5.0 - 73km S of Panguna, Papua New Guinea;2015;12;1;17;20;12;0;0
100042gv;5.8;green;182km SSW of Mata-Utu, Wallis and Futuna;518;0;M 5.8 - 182km SSW of Mata-Utu, Wallis and Futuna;2015;12;1;14;8;25;0;0
100042fk;5.0;;45km E of Arequipa, Peru;387;0;M 5.0 - 45km E of Arequipa, Peru;2015;12;1;10;39;55;0;0
100042f0;5.1;;25km NNE of Ternate, Indonesia;400;1;M 5.1 - 25km NNE of Ternate, Indonesia;2015;12;1;9;14;21;0;0
100042du;5.1;;43km S of Uch-Terek, Kyrgyzstan;402;0;M 5.1 - 43km S of Uch-Terek, Kyrgyzstan;2015;12;1;3;13;43;0;0
1000429g;5.5;green;Mid-Indian Ridge;465;0;M 5.5 - Mid-Indian Ridge;2015;11;30;17;19;5;0;0
1000426g;5.3;;88km W of San Antonio de los Cobres, Argentina;432;0;M 5.3 - 88km W of San Antonio de los Cobres, Argentina;2015;11;30;11;45;24;0;0
100042zp;5.5;green;21km NNW of Yuto, Argentina;465;0;M 5.5 - 21km NNW of Yuto, Argentina;2015;11;29;15;56;21;0;0
1000421x;5.8;green;20km WNW of Yuto, Argentina;527;0;M 5.8 - 20km WNW of Yuto, Argentina;2015;11;29;15;52;49;0;0
100041yi;5.0;;60km W of Sardinal, Costa Rica;385;0;M 5.0 - 60km W of Sardinal, Costa Rica;2015;11;28;20;47;37;0;0
100042qn;5.4;;232km SE of Sarangani, Philippines;449;1;M 5.4 - 232km SE of Sarangani, Philippines;2015;11;28;19;32;50;0;0
100041wc;5.4;green;24km SSW of Cicatang Satu, Indonesia;470;1;M 5.4 - 24km SSW of Cicatang Satu, Indonesia;2015;11;28;11;47;18;0;0
100041vx;5.2;;244km NNW of Tobelo, Indonesia;416;1;M 5.2 - 244km NNW of Tobelo, Indonesia;2015;11;28;10;39;23;0;0
100041vv;5.4;green;Owen Fracture Zone region;449;0;M 5.4 - Owen Fracture Zone region;2015;11;28;10;11;38;0;0
100041ui;5.6;green;90km WSW of Coquimbo, Chile;482;0;M 5.6 - 90km WSW of Coquimbo, Chile;2015;11;28;2;44;40;1;0
100041u7;5.6;green;51km SSW of Shikotan, Russia;483;0;M 5.6 - 51km SSW of Shikotan, Russia;2015;11;27;23;51;7;0;0
100041t7;6.2;green;64km N of Taltal, Chile;611;0;M 6.2 - 64km N of Taltal, Chile;2015;11;27;18;0;22;1;1
100041qz;5.0;;45km NNE of Sinabang, Indonesia;385;1;M 5.0 - 45km NNE of Sinabang, Indonesia;2015;11;27;12;46;42;0;0
100041q5;5.6;green;45km S of El Rosario, El Salvador;493;0;M 5.6 - 45km S of El Rosario, El Salvador;2015;11;27;8;46;27;0;0
100041q3;5.0;;28km N of Athmuqam, Pakistan;385;0;M 5.0 - 28km N of Athmuqam, Pakistan;2015;11;27;8;40;34;0;0
100041lm;5.1;;130km SSW of Tarauaca, Brazil;400;0;M 5.1 - 130km SSW of Tarauaca, Brazil;2015;11;26;21;52;54;0;0
100041iu;5.1;;145km SSE of Lambasa, Fiji;400;0;M 5.1 - 145km SSE of Lambasa, Fiji;2015;11;26;10;51;31;0;0
100041f1;6.7;green;125km SSW of Tarauaca, Brazil;691;0;M 6.7 - 125km SSW of Tarauaca, Brazil;2015;11;26;2;45;18;0;1
100041dh;5.1;;86km WNW of Madang, Papua New Guinea;400;1;M 5.1 - 86km WNW of Madang, Papua New Guinea;2015;11;25;21;17;22;0;0
100041c9;5.4;;22km ESE of Masjed Soleyman, Iran;450;0;M 5.4 - 22km ESE of Masjed Soleyman, Iran;2015;11;25;18;17;18;0;0
100041ay;5.7;green;123km E of Bitung, Indonesia;500;0;M 5.7 - 123km E of Bitung, Indonesia;2015;11;25;15;57;41;0;0
1000417j;5.0;;134km SSE of Sarangani, Philippines;385;1;M 5.0 - 134km SSE of Sarangani, Philippines;2015;11;25;8;23;1;0;0
1000415h;5.0;;185km S of Hachijo-jima, Japan;385;0;M 5.0 - 185km S of Hachijo-jima, Japan;2015;11;25;1;46;50;0;0
100040x6;7.6;green;211km S of Tarauaca, Brazil;896;0;M 7.6 - 211km S of Tarauaca, Brazil;2015;11;24;19;50;54;0;1
100040ww;7.6;green;173km WNW of Iberia, Peru;952;1;M 7.6 - 173km WNW of Iberia, Peru;2015;11;24;19;45;38;0;1
100040uv;5.5;green;North of Ascension Island;465;0;M 5.5 - North of Ascension Island;2015;11;24;17;45;2;0;0
100040q8;6.0;green;42km W of Agrihan, Northern Mariana Islands;554;0;M 6.0 - 42km W of Agrihan, Northern Mariana Islands;2015;11;24;10;21;35;0;0
100040mw;5.0;;93km WSW of Illapel, Chile;385;0;M 5.0 - 93km WSW of Illapel, Chile;2015;11;24;6;14;15;1;0
100040m3;5.4;;South of Tonga;449;0;M 5.4 - South of Tonga;2015;11;23;23;46;18;0;0
100040iy;5.6;green;25km NW of San Luis Acatlan, Mexico;529;0;M 5.6 - 25km NW of San Luis Acatlan, Mexico;2015;11;23;17;41;21;0;0
100040gl;5.0;;South of Africa;385;0;M 5.0 - South of Africa;2015;11;23;8;18;53;0;0
100040dw;5.1;;51km W of Hongtu, China;400;0;M 5.1 - 51km W of Hongtu, China;2015;11;22;18;2;43;0;0
100040dr;5.1;;0km N of Lagunillas, Venezuela;410;0;M 5.1 - 0km N of Lagunillas, Venezuela;2015;11;22;17;38;31;0;0
100040ct;5.7;green;29km SSW of Ashkasham, Afghanistan;558;0;M 5.7 - 29km SSW of Ashkasham, Afghanistan;2015;11;22;15;16;4;0;0
100040c9;5.0;;West of Macquarie Island;385;0;M 5.0 - West of Macquarie Island;2015;11;22;12;34;7;0;0
100040aj;5.0;;3km WSW of Santiago Matatlan, Mexico;390;0;M 5.0 - 3km WSW of Santiago Matatlan, Mexico;2015;11;22;5;11;15;0;0
10004077;5.8;green;54km W of Ovalle, Chile;522;0;M 5.8 - 54km W of Ovalle, Chile;2015;11;21;20;5;30;1;0
1000405c;5.3;;156km ENE of Neiafu, Tonga;432;0;M 5.3 - 156km ENE of Neiafu, Tonga;2015;11;21;16;45;35;0;0
1000402t;6.1;green;176km WNW of Saumlaki, Indonesia;574;1;M 6.1 - 176km WNW of Saumlaki, Indonesia;2015;11;21;6;6;13;0;1
10003zzi;5.1;;108km SSW of Lata, Solomon Islands;400;0;M 5.1 - 108km SSW of Lata, Solomon Islands;2015;11;20;20;25;41;0;0
10003ztb;5.1;;23km NNE of Ternate, Indonesia;401;1;M 5.1 - 23km NNE of Ternate, Indonesia;2015;11;20;11;50;40;0;0
100040s8;5.1;;99km SSE of Chichi-shima, Japan;400;0;M 5.1 - 99km SSE of Chichi-shima, Japan;2015;11;20;2;33;58;0;0
10003zrf;5.8;green;91km SSE of Chichi-shima, Japan;518;0;M 5.8 - 91km SSE of Chichi-shima, Japan;2015;11;20;2;31;52;0;0
10003zm9;5.1;;South of Tonga;400;0;M 5.1 - South of Tonga;2015;11;19;15;15;34;0;0
10003ziq;5.2;;100km ENE of Georgetown, Saint Helena;416;0;M 5.2 - 100km ENE of Georgetown, Saint Helena;2015;11;19;10;49;44;0;0
10003zfw;5.0;;21km NE of Nagarkot, Nepal;393;0;M 5.0 - 21km NE of Nagarkot, Nepal;2015;11;19;1;15;52;0;0
10003zfk;5.1;;242km ESE of L'Esperance Rock, New Zealand;400;0;M 5.1 - 242km ESE of L'Esperance Rock, New Zealand;2015;11;19;0;47;31;0;0
10003zcv;5.1;;124km SSW of Dadali, Solomon Islands;400;0;M 5.1 - 124km SSW of Dadali, Solomon Islands;2015;11;18;15;53;55;0;0
10003zcp;6.8;green;115km SW of Dadali, Solomon Islands;715;1;M 6.8 - 115km SW of Dadali, Solomon Islands;2015;11;18;15;31;4;0;1
10003zcb;5.1;;117km SSW of Biha, Indonesia;402;1;M 5.1 - 117km SSW of Biha, Indonesia;2015;11;18;13;47;7;0;0
10003z89;5.0;;12km W of Lefkada, Greece;385;0;M 5.0 - 12km W of Lefkada, Greece;2015;11;18;9;15;37;0;0
10003z7z;5.0;;44km NNW of Kuripan, Indonesia;386;1;M 5.0 - 44km NNW of Kuripan, Indonesia;2015;11;18;7;36;56;0;0
10003z79;5.1;;129km W of Makurazaki, Japan;400;0;M 5.1 - 129km W of Makurazaki, Japan;2015;11;18;1;38;50;0;0
10003z6v;5.2;;200km NW of Saumlaki, Indonesia;416;0;M 5.2 - 200km NW of Saumlaki, Indonesia;2015;11;17;22;58;46;0;0
10003yzt;5.6;green;21km WNW of Gul'cha, Kyrgyzstan;495;0;M 5.6 - 21km WNW of Gul'cha, Kyrgyzstan;2015;11;17;14;29;36;0;0
10003yxy;5.0;;127km NW of Kota Ternate, Indonesia;385;0;M 5.0 - 127km NW of Kota Ternate, Indonesia;2015;11;17;9;51;3;0;0
10003ywz;5.1;;14km WSW of Nidri, Greece;400;0;M 5.1 - 14km WSW of Nidri, Greece;2015;11;17;5;33;40;0;0
10003ywp;6.5;orange;10km WSW of Nidri, Greece;1018;0;M 6.5 - 10km WSW of Nidri, Greece;2015;11;17;4;10;7;0;1
10003yr1;5.9;green;294km SSW of Severo-Kuril'sk, Russia;536;0;M 5.9 - 294km SSW of Severo-Kuril'sk, Russia;2015;11;16;13;49;13;0;0
10003ypr;5.0;;South of the Fiji Islands;385;0;M 5.0 - South of the Fiji Islands;2015;11;16;13;13;8;0;0
10003ymm;5.0;;Indian Ocean Triple Junction;385;0;M 5.0 - Indian Ocean Triple Junction;2015;11;16;8;4;28;0;0
10003ykq;5.1;;77km SSW of Shemya Island, Alaska;400;0;M 5.1 - 77km SSW of Shemya Island, Alaska;2015;11;16;0;31;42;0;0
10003yjy;5.8;green;167km SSW of George Town, Cayman Islands;518;1;M 5.8 - 167km SSW of George Town, Cayman Islands;2015;11;15;21;39;33;0;0
10003ygi;5.0;;South of Tonga;385;0;M 5.0 - South of Tonga;2015;11;15;2;11;55;0;0
10003ye7;5.1;;139km W of Makurazaki, Japan;400;0;M 5.1 - 139km W of Makurazaki, Japan;2015;11;14;17;34;29;0;0
10003ydz;5.7;green;138km S of Fukue, Japan;501;0;M 5.7 - 138km S of Fukue, Japan;2015;11;14;16;20;21;0;0
10003ydi;5.3;;135km NW of Sabang, Indonesia;432;0;M 5.3 - 135km NW of Sabang, Indonesia;2015;11;14;13;53;31;0;0
10003ybn;5.2;;224km ESE of Ofunato, Japan;416;0;M 5.2 - 224km ESE of Ofunato, Japan;2015;11;14;7;21;42;0;0
10003yap;5.3;;Central Mid-Atlantic Ridge;432;0;M 5.3 - Central Mid-Atlantic Ridge;2015;11;14;2;25;35;0;0
10003y71;6.7;green;140km WSW of Makurazaki, Japan;701;1;M 6.7 - 140km WSW of Makurazaki, Japan;2015;11;13;17;51;31;0;1
10003y32;5.1;;171km ESE of Pagan, Northern Mariana Islands;400;0;M 5.1 - 171km ESE of Pagan, Northern Mariana Islands;2015;11;13;9;54;38;0;0
10003y30;5.4;;178km ESE of Pagan, Northern Mariana Islands;449;0;M 5.4 - 178km ESE of Pagan, Northern Mariana Islands;2015;11;13;9;21;37;0;0
10003y0b;5.0;;57km E of Uchiza, Peru;385;0;M 5.0 - 57km E of Uchiza, Peru;2015;11;13;3;54;49;0;0
10003xzv;5.6;green;40km N of Quilino, Argentina;511;0;M 5.6 - 40km N of Quilino, Argentina;2015;11;13;3;4;17;0;0
10003xtq;5.2;;97km SW of Atka, Alaska;416;1;M 5.2 - 97km SW of Atka, Alaska;2015;11;12;14;28;39;0;0
10003xni;5.8;green;274km WNW of Saumlaki, Indonesia;522;1;M 5.8 - 274km WNW of Saumlaki, Indonesia;2015;11;11;20;36;19;0;0
10003xn2;5.2;;82km WSW of Tobelo, Indonesia;416;1;M 5.2 - 82km WSW of Tobelo, Indonesia;2015;11;11;19;17;59;0;0
10003xfs;5.0;;54km SSE of Vostok, Russia;385;0;M 5.0 - 54km SSE of Vostok, Russia;2015;11;11;15;18;54;0;0
10003xf0;5.3;;158km N of Farallon de Pajaros, Northern Mariana Islands;432;0;M 5.3 - 158km N of Farallon de Pajaros, Northern Mariana Islands;2015;11;11;13;11;47;0;0
10003xdn;5.1;;26km SW of Samara, Costa Rica;402;0;M 5.1 - 26km SW of Samara, Costa Rica;2015;11;11;9;8;51;0;0
